tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
06.09.2022 00:00:30;0;0;0;8102;0;41261;33158;33158;
06.09.2022 00:05:30;0;0;0;10557;0;39147;28589;28589;
06.09.2022 00:10:30;0;0;0;10266;0;40942;30675;30675;
06.09.2022 00:15:30;0;0;0;11114;0;40268;29153;29153;
06.09.2022 00:20:30;0;0;0;9980;0;39693;29712;29712;
06.09.2022 00:25:30;0;0;0;10949;0;40178;29229;29229;
06.09.2022 00:30:30;0;0;0;11465;0;39935;28469;28469;
06.09.2022 00:35:30;0;0;0;8347;0;39766;31418;31418;
06.09.2022 00:40:30;0;0;0;10387;0;40625;30238;30238;
06.09.2022 00:45:30;0;0;0;10849;0;40610;29761;29761;
06.09.2022 00:50:30;0;0;0;10505;0;40432;29927;29927;
06.09.2022 00:55:30;0;0;0;10734;0;41640;30905;30905;
06.09.2022 01:00:30;0;0;0;10843;0;41027;30183;30183;
06.09.2022 01:05:30;0;0;0;11034;0;41089;30054;30054;
06.09.2022 01:10:30;0;0;0;10866;0;41367;30500;30500;
06.09.2022 01:15:30;0;0;0;10703;0;40335;29631;29631;
06.09.2022 01:20:30;0;0;0;9853;0;40251;30398;30398;
06.09.2022 01:25:30;0;0;0;8668;0;39883;31214;31214;
06.09.2022 01:30:30;0;0;0;11318;0;39374;28054;28054;
06.09.2022 01:35:30;0;0;0;11490;0;40141;28650;28650;
06.09.2022 01:40:30;0;0;0;11030;0;41526;30495;30495;
06.09.2022 01:45:30;0;0;0;10248;0;38597;28348;28348;
06.09.2022 01:50:30;0;0;0;11265;0;38044;26778;26778;
06.09.2022 01:55:30;0;0;0;10159;0;40769;30609;30609;
06.09.2022 02:00:30;0;0;0;9016;0;39486;30469;30469;
06.09.2022 02:05:30;0;0;0;8702;0;41705;33001;33001;
06.09.2022 02:10:30;0;0;0;7628;0;40702;33073;33073;
06.09.2022 02:15:30;0;0;0;8648;0;40294;31645;31645;
06.09.2022 02:20:30;0;0;0;8732;0;39782;31050;31050;
06.09.2022 02:25:30;0;0;0;10295;0;40463;30166;30166;
06.09.2022 02:30:30;0;0;0;9679;0;40733;31054;31054;
06.09.2022 02:35:30;0;0;0;8080;0;41168;33086;33086;
06.09.2022 02:40:30;0;0;0;11613;0;39680;28066;28066;
06.09.2022 02:45:30;0;0;0;11062;0;38558;27495;27495;
06.09.2022 02:50:30;0;0;0;11326;0;38950;27623;27623;
06.09.2022 02:55:30;0;0;0;11467;0;40128;28660;28660;
06.09.2022 03:00:30;0;0;0;11023;0;40908;29884;29884;
06.09.2022 03:05:30;0;0;0;11078;0;41825;30746;30746;
06.09.2022 03:10:30;0;0;0;10512;0;41336;30823;30823;
06.09.2022 03:15:30;0;0;0;10467;0;41023;30555;30555;
06.09.2022 03:20:30;0;0;0;11184;0;40732;29547;29547;
06.09.2022 03:25:30;0;0;0;10697;0;40698;30000;30000;
06.09.2022 03:30:30;0;0;0;8344;0;41760;33416;33416;
06.09.2022 03:35:30;0;0;0;10916;0;39842;28925;28925;
06.09.2022 03:40:30;0;0;0;11218;0;39661;28442;28442;
06.09.2022 03:45:30;0;0;0;11303;0;40360;29057;29057;
06.09.2022 03:50:30;0;0;0;11330;0;39837;28506;28506;
06.09.2022 03:55:30;0;0;0;10816;0;40688;29871;29871;
06.09.2022 04:00:30;0;0;0;8801;0;39466;30664;30664;
06.09.2022 04:05:30;0;0;0;11338;0;40223;28885;28885;
06.09.2022 04:10:30;0;0;0;11214;0;40357;29141;29141;
06.09.2022 04:15:30;0;0;0;11050;0;40789;29738;29738;
