tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
30.01.2023 00:03:30;0;0;56895;0;0;0;0;56895;
30.01.2023 00:08:30;0;0;61031;0;0;0;0;61031;
30.01.2023 00:13:30;0;0;61977;0;0;0;0;61977;
30.01.2023 00:18:30;0;0;52073;0;0;0;0;52073;
30.01.2023 00:23:30;0;0;49610;0;0;0;0;49610;
30.01.2023 00:28:30;0;0;56333;0;0;0;0;56333;
30.01.2023 00:33:30;0;0;55758;0;0;0;0;55758;
30.01.2023 00:38:30;0;0;50570;0;0;0;0;50570;
30.01.2023 00:43:30;0;0;54774;0;0;0;0;54774;
30.01.2023 00:48:30;0;0;48732;0;0;0;0;48732;
30.01.2023 00:53:30;0;0;45976;0;0;0;0;45976;
30.01.2023 00:58:30;0;0;58284;0;0;0;0;58284;
30.01.2023 01:03:30;0;0;52993;0;0;0;0;52993;
30.01.2023 01:08:30;0;0;46972;0;0;0;0;46972;
30.01.2023 01:13:30;0;0;51462;0;0;0;0;51462;
30.01.2023 01:18:30;0;0;45453;0;0;0;0;45453;
30.01.2023 01:23:30;0;0;50425;0;0;0;0;50425;
30.01.2023 01:28:30;0;0;54625;0;0;0;0;54625;
30.01.2023 01:33:30;0;0;45553;0;0;0;0;45553;
30.01.2023 01:38:30;0;0;48310;0;0;0;0;48310;
30.01.2023 01:43:30;0;0;53309;0;0;0;0;53309;
30.01.2023 01:48:30;0;0;50417;0;0;0;0;50417;
30.01.2023 01:53:30;0;0;50848;0;0;0;0;50848;
30.01.2023 01:58:30;0;0;50893;0;0;0;0;50893;
30.01.2023 02:03:30;0;0;49842;0;0;0;0;49842;
30.01.2023 02:08:30;0;0;49929;0;0;0;0;49929;
30.01.2023 02:13:30;0;0;54146;0;0;0;0;54146;
30.01.2023 02:18:30;0;0;49534;0;0;0;0;49534;
30.01.2023 02:23:30;0;0;51068;0;0;0;0;51068;
30.01.2023 02:28:30;0;0;52664;0;0;0;0;52664;
30.01.2023 02:33:30;0;0;57924;0;0;0;0;57924;
30.01.2023 02:38:30;0;0;62059;0;0;0;0;62059;
30.01.2023 02:43:30;0;0;57293;0;0;0;0;57293;
30.01.2023 02:48:30;0;0;60079;0;0;0;0;60079;
30.01.2023 02:53:30;0;0;57549;0;0;0;0;57549;
30.01.2023 02:58:30;0;0;55431;0;0;0;0;55431;
30.01.2023 03:03:30;0;0;61296;0;0;0;0;61296;
30.01.2023 03:08:30;0;0;60652;0;0;0;0;60652;
30.01.2023 03:13:30;0;0;60710;0;0;0;0;60710;
30.01.2023 03:18:30;0;0;56192;0;0;0;0;56192;
30.01.2023 03:23:30;0;0;58199;0;0;0;0;58199;
30.01.2023 03:28:30;0;0;53798;0;0;0;0;53798;
30.01.2023 03:33:30;0;0;50176;0;0;0;0;50176;
30.01.2023 03:38:30;0;0;58113;0;0;0;0;58113;
30.01.2023 03:43:30;0;0;55214;0;0;0;0;55214;
30.01.2023 03:48:30;0;0;52996;0;0;0;0;52996;
30.01.2023 03:53:30;0;0;53227;0;0;0;0;53227;
30.01.2023 03:58:30;0;0;50265;0;0;0;0;50265;
30.01.2023 04:03:30;0;0;46843;0;0;0;0;46843;
30.01.2023 04:08:30;0;0;55812;0;0;0;0;55812;
30.01.2023 04:13:30;0;0;57691;0;0;0;0;57691;
30.01.2023 04:18:30;0;0;49220;0;0;0;0;49220;
30.01.2023 04:23:30;0;0;51993;0;0;0;0;51993;
30.01.2023 04:28:30;0;0;47838;0;0;0;0;47838;
30.01.2023 04:33:30;0;0;49957;0;0;0;0;49957;
30.01.2023 04:38:30;0;0;57166;0;0;0;0;57166;
30.01.2023 04:43:30;0;0;49579;0;0;0;0;49579;
30.01.2023 04:48:30;0;0;44701;0;0;0;0;44701;
30.01.2023 04:53:30;0;0;47088;0;0;0;0;47088;
30.01.2023 04:58:30;0;0;48051;0;0;0;0;48051;
30.01.2023 05:03:30;0;0;49845;0;0;0;0;49845;
30.01.2023 05:08:30;0;0;49836;0;0;0;0;49836;
30.01.2023 05:13:30;0;0;48468;0;0;0;0;48468;
30.01.2023 05:18:30;0;0;53087;0;0;0;0;53087;
30.01.2023 05:23:30;0;0;49251;0;0;0;0;49251;
30.01.2023 05:28:30;0;0;49975;0;0;0;0;49975;
30.01.2023 05:33:30;0;0;51894;0;0;0;0;51894;
30.01.2023 05:38:30;0;0;52709;0;0;0;0;52709;
30.01.2023 05:43:30;0;0;55118;0;0;0;0;55118;
30.01.2023 05:48:30;0;0;57223;0;0;0;0;57223;
30.01.2023 05:53:30;0;0;57961;0;0;0;0;57961;
30.01.2023 05:58:30;0;0;60981;0;0;0;0;60981;
