tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
15.07.2022 00:00:30;0;0;27595;0;0;0;0;27595;
15.07.2022 00:05:30;0;0;26320;0;0;0;0;26320;
15.07.2022 00:10:30;0;0;26567;0;0;0;0;26567;
15.07.2022 00:15:30;0;0;26357;0;0;0;0;26357;
15.07.2022 00:20:30;0;0;26545;0;0;0;0;26545;
15.07.2022 00:25:30;0;0;26591;0;0;0;0;26591;
15.07.2022 00:30:30;0;0;26997;0;0;0;0;26997;
15.07.2022 00:35:30;0;0;26657;0;0;0;0;26657;
15.07.2022 00:40:30;0;0;27079;0;0;0;0;27079;
15.07.2022 00:45:30;0;0;26736;0;0;0;0;26736;
15.07.2022 00:50:30;0;0;28760;0;0;0;0;28760;
15.07.2022 00:55:30;0;0;26867;0;0;0;0;26867;
15.07.2022 01:00:30;0;0;27775;0;0;0;0;27775;
15.07.2022 01:05:30;0;0;27115;0;0;0;0;27115;
15.07.2022 01:10:30;0;0;27041;0;0;0;0;27041;
15.07.2022 01:15:30;0;0;24291;0;0;0;0;24291;
15.07.2022 01:20:30;0;0;24510;0;0;0;0;24510;
15.07.2022 01:25:30;0;0;23981;0;0;0;0;23981;
15.07.2022 01:30:30;0;0;24206;0;0;0;0;24206;
15.07.2022 01:35:30;0;0;24041;0;0;0;0;24041;
15.07.2022 01:40:30;0;0;26719;0;0;0;0;26719;
15.07.2022 01:45:30;0;0;24185;0;0;0;0;24185;
15.07.2022 01:50:30;0;0;24800;0;0;0;0;24800;
15.07.2022 01:55:30;0;0;25042;0;0;0;0;25042;
15.07.2022 02:00:30;0;0;25184;0;0;0;0;25184;
15.07.2022 02:05:30;0;0;25094;0;0;0;0;25094;
15.07.2022 02:10:30;0;0;26065;0;0;0;0;26065;
15.07.2022 02:15:30;0;0;27419;0;0;0;0;27419;
15.07.2022 02:20:30;0;0;24733;0;0;0;0;24733;
15.07.2022 02:25:30;0;0;24989;0;0;0;0;24989;
15.07.2022 02:30:30;0;0;25167;0;0;0;0;25167;
15.07.2022 02:35:30;0;0;25057;0;0;0;0;25057;
15.07.2022 02:40:30;0;0;25139;0;0;0;0;25139;
15.07.2022 02:45:30;0;0;24820;0;0;0;0;24820;
15.07.2022 02:50:30;0;0;26079;0;0;0;0;26079;
15.07.2022 02:55:30;0;0;29976;0;0;0;0;29976;
15.07.2022 03:00:30;0;0;30318;0;0;0;0;30318;
15.07.2022 03:05:30;0;0;29124;0;0;0;0;29124;
15.07.2022 03:10:30;0;0;27283;0;0;0;0;27283;
15.07.2022 03:15:30;0;0;25823;0;0;0;0;25823;
15.07.2022 03:20:30;0;0;26131;0;0;0;0;26131;
15.07.2022 03:25:30;0;0;27127;0;0;0;0;27127;
15.07.2022 03:30:30;0;0;27637;0;0;0;0;27637;
15.07.2022 03:35:30;0;0;28131;0;0;0;0;28131;
15.07.2022 03:40:30;0;0;26951;0;0;0;0;26951;
15.07.2022 03:45:30;0;0;28507;0;0;0;0;28507;
15.07.2022 03:50:30;0;0;27825;0;0;0;0;27825;
15.07.2022 03:55:30;0;0;26847;0;0;0;0;26847;
15.07.2022 04:00:30;0;0;28421;0;0;0;0;28421;
15.07.2022 04:05:30;0;0;28799;0;0;0;0;28799;
15.07.2022 04:10:30;0;0;28990;0;0;0;0;28990;
15.07.2022 04:15:30;0;0;26500;0;0;0;0;26500;
15.07.2022 04:20:30;0;0;26572;0;0;0;0;26572;
15.07.2022 04:25:30;0;0;29452;0;0;0;0;29452;
15.07.2022 04:30:30;0;0;27112;0;0;0;0;27112;
15.07.2022 04:35:30;0;0;26600;0;0;0;0;26600;
15.07.2022 04:40:30;0;0;26378;0;0;0;0;26378;
15.07.2022 04:45:30;0;0;26475;0;0;0;0;26475;
15.07.2022 04:50:30;0;0;26748;0;0;0;0;26748;
15.07.2022 04:55:30;0;0;26156;0;0;0;0;26156;
15.07.2022 05:00:30;0;0;29573;0;0;0;0;29573;
15.07.2022 05:05:30;0;0;26767;0;0;0;0;26767;
15.07.2022 05:10:30;0;0;26499;0;0;0;0;26499;
15.07.2022 05:15:30;0;0;26478;0;0;0;0;26478;
15.07.2022 05:20:30;0;0;25825;0;0;0;0;25825;
15.07.2022 05:25:30;0;0;24969;0;0;0;0;24969;
15.07.2022 05:30:30;0;0;24719;0;0;0;0;24719;
15.07.2022 05:35:30;0;0;23986;0;0;0;0;23986;
15.07.2022 05:40:30;0;0;24366;0;32;0;32;24399;
