tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
01.01.2023 00:03:30;0;0;32871;0;0;0;0;32871;
01.01.2023 00:08:30;0;0;41690;0;0;0;0;41690;
01.01.2023 00:13:30;0;0;43724;0;0;0;0;43724;
01.01.2023 00:18:30;0;0;40222;0;0;0;0;40222;
01.01.2023 00:23:30;0;0;35484;0;0;0;0;35484;
01.01.2023 00:28:30;0;0;33421;0;0;0;0;33421;
01.01.2023 00:33:30;0;0;30892;0;0;0;0;30892;
01.01.2023 00:38:30;0;0;27949;0;0;0;0;27949;
01.01.2023 00:43:30;0;0;31586;0;0;0;0;31586;
01.01.2023 00:48:30;0;0;33774;0;0;0;0;33774;
01.01.2023 00:53:30;0;0;30966;0;0;0;0;30966;
01.01.2023 00:58:30;0;0;33164;0;0;0;0;33164;
01.01.2023 01:03:30;0;0;32816;0;0;0;0;32816;
01.01.2023 01:08:30;0;0;32534;0;0;0;0;32534;
01.01.2023 01:13:30;0;0;31038;0;0;0;0;31038;
01.01.2023 01:18:30;0;0;31447;0;0;0;0;31447;
01.01.2023 01:23:30;0;0;32172;0;0;0;0;32172;
01.01.2023 01:28:30;0;0;31267;0;0;0;0;31267;
01.01.2023 01:33:30;0;0;32182;0;0;0;0;32182;
01.01.2023 01:38:30;0;0;32052;0;0;0;0;32052;
01.01.2023 01:43:30;0;0;32945;0;0;0;0;32945;
01.01.2023 01:48:30;0;0;34973;0;0;0;0;34973;
01.01.2023 01:53:30;0;0;37016;0;0;0;0;37016;
01.01.2023 01:58:30;0;0;36338;0;0;0;0;36338;
01.01.2023 02:03:30;0;0;34508;0;0;0;0;34508;
01.01.2023 02:08:30;0;0;38292;0;0;0;0;38292;
01.01.2023 02:13:30;0;0;36995;0;0;0;0;36995;
01.01.2023 02:18:30;0;0;36955;0;0;0;0;36955;
01.01.2023 02:23:30;0;0;35330;0;0;0;0;35330;
01.01.2023 02:28:30;0;0;34569;0;0;0;0;34569;
01.01.2023 02:33:30;0;0;38414;0;0;0;0;38414;
01.01.2023 02:38:30;0;0;38834;0;0;0;0;38834;
01.01.2023 02:43:30;0;0;34970;0;0;0;0;34970;
01.01.2023 02:48:30;0;0;35451;0;0;0;0;35451;
01.01.2023 02:53:30;0;0;34965;0;0;0;0;34965;
01.01.2023 02:58:30;0;0;32220;0;0;0;0;32220;
01.01.2023 03:03:30;0;0;32657;0;0;0;0;32657;
01.01.2023 03:08:30;0;0;33090;0;0;0;0;33090;
01.01.2023 03:13:30;0;0;34007;0;0;0;0;34007;
01.01.2023 03:18:30;0;0;31662;0;0;0;0;31662;
01.01.2023 03:23:30;0;0;32705;0;0;0;0;32705;
01.01.2023 03:28:30;0;0;36350;0;0;0;0;36350;
01.01.2023 03:33:30;0;0;34622;0;0;0;0;34622;
01.01.2023 03:38:30;0;0;36611;0;0;0;0;36611;
01.01.2023 03:43:30;0;0;31827;0;0;0;0;31827;
01.01.2023 03:48:30;0;0;29801;0;0;0;0;29801;
01.01.2023 03:53:30;0;0;30599;0;0;0;0;30599;
01.01.2023 03:58:30;0;0;31460;0;0;0;0;31460;
01.01.2023 04:03:30;0;0;30195;0;0;0;0;30195;
01.01.2023 04:08:30;0;0;32551;0;0;0;0;32551;
01.01.2023 04:13:30;0;0;34051;0;0;0;0;34051;
01.01.2023 04:18:30;0;0;34164;0;0;0;0;34164;
01.01.2023 04:23:30;0;0;32498;0;0;0;0;32498;
01.01.2023 04:28:30;0;0;29807;0;0;0;0;29807;
01.01.2023 04:33:30;0;0;27694;0;0;0;0;27694;
01.01.2023 04:38:30;0;0;29619;0;0;0;0;29619;
01.01.2023 04:43:30;0;0;29541;0;0;0;0;29541;
01.01.2023 04:48:30;0;0;29822;0;0;0;0;29822;
01.01.2023 04:53:30;0;0;33575;0;0;0;0;33575;
01.01.2023 04:58:30;0;0;37133;0;0;0;0;37133;
01.01.2023 05:03:30;0;0;39928;0;0;0;0;39928;
01.01.2023 05:08:30;0;0;38199;0;0;0;0;38199;
01.01.2023 05:13:30;0;0;37328;0;0;0;0;37328;
01.01.2023 05:18:30;0;0;36144;0;0;0;0;36144;
01.01.2023 05:23:30;0;0;34074;0;0;0;0;34074;
01.01.2023 05:28:30;0;0;34175;0;0;0;0;34175;
01.01.2023 05:33:30;0;0;34902;0;0;0;0;34902;
01.01.2023 05:38:30;0;0;39613;0;0;0;0;39613;
01.01.2023 05:43:30;0;0;34336;0;0;0;0;34336;
01.01.2023 05:48:30;0;0;35222;0;0;0;0;35222;
01.01.2023 05:53:30;0;0;39153;0;0;0;0;39153;
01.01.2023 05:58:30;0;0;38190;0;0;0;0;38190;
