tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
27.08.2022 00:00:30;0;0;0;2829;0;35312;32482;32482;
27.08.2022 00:05:30;0;0;0;2599;0;34935;32336;32336;
27.08.2022 00:10:30;0;0;0;3779;0;34424;30644;30644;
27.08.2022 00:15:30;0;0;0;3790;0;35326;31535;31535;
27.08.2022 00:20:30;0;0;0;3972;0;34397;30424;30424;
27.08.2022 00:25:30;0;0;0;2319;0;35327;33007;33007;
27.08.2022 00:30:30;0;0;0;4069;0;35287;31217;31217;
27.08.2022 00:35:30;0;0;0;3970;0;35640;31670;31670;
27.08.2022 00:40:30;0;0;0;4174;0;33681;29506;29506;
27.08.2022 00:45:30;0;0;0;3915;0;35625;31709;31709;
27.08.2022 00:50:30;0;0;0;4136;0;33978;29842;29842;
27.08.2022 00:55:30;0;0;0;3849;0;35207;31358;31358;
27.08.2022 01:00:30;0;0;0;3455;0;34300;30844;30844;
27.08.2022 01:05:30;0;0;0;2317;0;35014;32696;32696;
27.08.2022 01:10:30;0;0;0;3874;0;35640;31765;31765;
27.08.2022 01:15:30;0;0;0;3763;0;34686;30923;30923;
27.08.2022 01:20:30;0;0;0;2877;0;35116;32237;32237;
27.08.2022 01:25:30;0;0;0;2563;0;34859;32296;32296;
27.08.2022 01:30:30;0;0;0;3802;0;34973;31170;31170;
27.08.2022 01:35:30;0;0;0;4047;0;34998;30950;30950;
27.08.2022 01:40:30;0;0;0;3853;0;33860;30006;30006;
27.08.2022 01:45:30;0;0;0;3851;0;34490;30638;30638;
27.08.2022 01:50:30;0;0;0;3678;0;34835;31156;31156;
27.08.2022 01:55:30;0;0;0;3693;0;34821;31127;31127;
27.08.2022 02:00:30;0;0;0;3549;0;35642;32093;32093;
27.08.2022 02:05:30;0;0;0;2467;0;35360;32892;32892;
27.08.2022 02:10:30;0;0;0;3761;0;34721;30959;30959;
27.08.2022 02:15:30;0;0;0;3802;0;35058;31256;31256;
