tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
06.04.2023 00:02:30;0;0;38495;0;0;0;0;38495;
06.04.2023 00:07:30;0;0;39625;0;0;0;0;39625;
06.04.2023 00:12:30;0;0;47108;0;0;0;0;47108;
06.04.2023 00:17:30;0;0;42879;0;0;0;0;42879;
06.04.2023 00:22:30;0;0;42175;0;0;0;0;42175;
06.04.2023 00:27:30;0;0;35157;0;0;0;0;35157;
06.04.2023 00:32:30;0;0;34542;0;0;0;0;34542;
06.04.2023 00:37:30;0;0;38734;0;0;0;0;38734;
06.04.2023 00:42:30;0;0;40948;0;0;0;0;40948;
06.04.2023 00:47:30;0;0;38006;0;0;0;0;38006;
06.04.2023 00:52:30;0;0;34379;0;0;0;0;34379;
06.04.2023 00:57:30;0;0;34977;0;0;0;0;34977;
06.04.2023 01:02:30;0;0;34639;0;0;0;0;34639;
06.04.2023 01:07:30;0;0;37484;0;0;0;0;37484;
06.04.2023 01:12:30;0;0;34145;0;0;0;0;34145;
06.04.2023 01:17:30;0;0;31891;0;0;0;0;31891;
06.04.2023 01:22:30;0;0;29715;0;0;0;0;29715;
06.04.2023 01:27:30;0;0;29179;0;0;0;0;29179;
06.04.2023 01:32:30;0;0;31039;0;0;0;0;31039;
06.04.2023 01:37:30;0;0;33597;0;0;0;0;33597;
06.04.2023 01:42:30;0;0;31836;0;0;0;0;31836;
06.04.2023 01:47:30;0;0;33386;0;0;0;0;33386;
06.04.2023 01:52:30;0;0;33404;0;0;0;0;33404;
06.04.2023 01:57:30;0;0;34569;0;0;0;0;34569;
06.04.2023 02:02:30;0;0;30630;0;0;0;0;30630;
06.04.2023 02:07:30;0;0;30315;0;0;0;0;30315;
06.04.2023 02:12:30;0;0;30729;0;0;0;0;30729;
06.04.2023 02:17:30;0;0;34427;0;0;0;0;34427;
06.04.2023 02:22:30;0;0;31165;0;0;0;0;31165;
06.04.2023 02:27:30;0;0;30834;0;0;0;0;30834;
06.04.2023 02:32:30;0;0;36163;0;0;0;0;36163;
06.04.2023 02:37:30;0;0;34941;0;0;0;0;34941;
06.04.2023 02:42:30;0;0;33271;0;0;0;0;33271;
06.04.2023 02:47:30;0;0;33794;0;0;0;0;33794;
06.04.2023 02:52:30;0;0;37395;0;0;0;0;37395;
06.04.2023 02:57:30;0;0;36145;0;0;0;0;36145;
06.04.2023 03:02:30;0;0;34689;0;0;0;0;34689;
06.04.2023 03:07:30;0;0;34443;0;0;0;0;34443;
06.04.2023 03:12:30;0;0;32971;0;0;0;0;32971;
06.04.2023 03:17:30;0;0;31843;0;0;0;0;31843;
06.04.2023 03:22:30;0;0;38203;0;0;0;0;38203;
06.04.2023 03:27:30;0;0;42372;0;0;0;0;42372;
06.04.2023 03:32:30;0;0;38701;0;0;0;0;38701;
06.04.2023 03:37:30;0;0;32046;0;0;0;0;32046;
06.04.2023 03:42:30;0;0;35008;0;0;0;0;35008;
06.04.2023 03:47:30;0;0;33073;0;0;0;0;33073;
06.04.2023 03:52:30;0;0;31535;0;0;0;0;31535;
06.04.2023 03:57:30;0;0;31532;0;0;0;0;31532;
06.04.2023 04:02:30;0;0;33887;0;0;0;0;33887;
06.04.2023 04:07:30;0;0;41056;0;0;0;0;41056;
06.04.2023 04:12:30;0;0;38732;0;0;0;0;38732;
06.04.2023 04:17:30;0;0;36239;0;0;0;0;36239;
06.04.2023 04:22:30;0;0;33522;0;0;0;0;33522;
06.04.2023 04:27:30;0;0;29301;0;0;0;0;29301;
06.04.2023 04:32:30;0;0;31296;0;0;0;0;31296;
06.04.2023 04:37:30;0;0;36299;0;0;0;0;36299;
06.04.2023 04:42:30;0;0;31061;0;0;0;0;31061;
06.04.2023 04:47:30;0;0;34240;0;0;0;0;34240;
06.04.2023 04:52:30;0;0;29909;0;0;0;0;29909;
06.04.2023 04:57:30;0;0;31688;0;0;0;0;31688;
06.04.2023 05:02:30;0;0;37742;0;0;0;0;37742;
06.04.2023 05:07:30;0;0;42718;0;0;0;0;42718;
06.04.2023 05:12:30;0;0;35805;0;0;0;0;35805;
06.04.2023 05:17:30;0;0;30676;0;0;0;0;30676;
06.04.2023 05:22:30;0;0;33130;0;0;0;0;33130;
06.04.2023 05:27:30;0;0;31566;0;0;0;0;31566;
06.04.2023 05:32:30;0;0;38437;0;0;0;0;38437;
06.04.2023 05:37:30;0;0;35238;0;0;0;0;35238;
