tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
15.06.2023 00:02:30;0;0;24427;0;0;0;0;24427;
15.06.2023 00:07:30;0;0;23933;0;0;0;0;23933;
15.06.2023 00:12:30;0;0;24027;0;0;0;0;24027;
15.06.2023 00:17:30;0;0;23733;0;0;0;0;23733;
15.06.2023 00:22:30;0;0;24082;0;0;0;0;24082;
15.06.2023 00:27:30;0;0;24579;0;0;0;0;24579;
15.06.2023 00:32:30;0;0;28618;0;0;0;0;28618;
15.06.2023 00:37:30;0;0;28710;0;0;0;0;28710;
15.06.2023 00:42:30;0;0;26723;0;0;0;0;26723;
15.06.2023 00:47:30;0;0;26481;0;0;0;0;26481;
15.06.2023 00:52:30;0;0;28995;0;0;0;0;28995;
15.06.2023 00:57:30;0;0;24833;0;0;0;0;24833;
15.06.2023 01:02:30;0;0;25984;0;0;0;0;25984;
15.06.2023 01:07:30;0;0;27280;0;0;0;0;27280;
15.06.2023 01:12:30;0;0;26491;0;0;0;0;26491;
15.06.2023 01:17:30;0;0;25642;0;0;0;0;25642;
15.06.2023 01:22:30;0;0;23962;0;0;0;0;23962;
15.06.2023 01:27:30;0;0;24529;0;0;0;0;24529;
15.06.2023 01:32:30;0;0;27005;0;0;0;0;27005;
15.06.2023 01:37:30;0;0;23129;0;0;0;0;23129;
15.06.2023 01:42:30;0;0;23266;0;0;0;0;23266;
15.06.2023 01:47:30;0;0;23114;0;0;0;0;23114;
15.06.2023 01:52:30;0;0;24434;0;0;0;0;24434;
15.06.2023 01:57:30;0;0;25906;0;0;0;0;25906;
15.06.2023 02:02:30;0;0;23123;0;0;0;0;23123;
15.06.2023 02:07:30;0;0;23695;0;0;0;0;23695;
15.06.2023 02:12:30;0;0;22910;0;0;0;0;22910;
15.06.2023 02:17:30;0;0;23092;0;0;0;0;23092;
15.06.2023 02:22:30;0;0;23938;0;0;0;0;23938;
15.06.2023 02:27:30;0;0;27621;0;0;0;0;27621;
15.06.2023 02:32:30;0;0;27165;0;0;0;0;27165;
15.06.2023 02:37:30;0;0;26864;0;0;0;0;26864;
15.06.2023 02:42:30;0;0;25946;0;0;0;0;25946;
15.06.2023 02:47:30;0;0;22323;0;0;0;0;22323;
15.06.2023 02:52:32;0;0;26427;0;0;0;0;26427;
15.06.2023 02:57:32;0;0;22770;0;0;0;0;22770;
