tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
24.09.2022 00:04:00;0;0;31729;0;0;0;0;31729;
24.09.2022 00:09:00;0;0;34435;0;0;0;0;34435;
24.09.2022 00:14:00;0;0;31274;0;0;0;0;31274;
24.09.2022 00:19:00;0;0;31553;0;0;0;0;31553;
24.09.2022 00:24:00;0;0;33608;0;0;0;0;33608;
24.09.2022 00:29:00;0;0;33151;0;0;0;0;33151;
24.09.2022 00:34:00;0;0;32453;0;0;0;0;32453;
24.09.2022 00:39:00;0;0;29604;0;0;0;0;29604;
24.09.2022 00:44:00;0;0;29647;0;0;0;0;29647;
24.09.2022 00:49:00;0;0;32539;0;0;0;0;32539;
24.09.2022 00:54:00;0;0;30182;0;0;0;0;30182;
24.09.2022 00:59:00;0;0;29901;0;0;0;0;29901;
24.09.2022 01:04:00;0;0;30618;0;0;0;0;30618;
24.09.2022 01:09:00;0;0;31269;0;0;0;0;31269;
24.09.2022 01:14:00;0;0;29947;0;0;0;0;29947;
24.09.2022 01:19:00;0;0;29745;0;0;0;0;29745;
24.09.2022 01:24:00;0;0;30087;0;0;0;0;30087;
24.09.2022 01:29:00;0;0;27378;0;0;0;0;27378;
24.09.2022 01:34:00;0;0;27388;0;0;0;0;27388;
24.09.2022 01:39:00;0;0;27438;0;0;0;0;27438;
24.09.2022 01:44:00;0;0;28440;0;0;0;0;28440;
24.09.2022 01:49:00;0;0;29125;0;0;0;0;29125;
24.09.2022 01:54:00;0;0;28390;0;0;0;0;28390;
24.09.2022 01:59:00;0;0;31180;0;0;0;0;31180;
24.09.2022 02:04:00;0;0;28658;0;0;0;0;28658;
24.09.2022 02:09:00;0;0;32114;0;0;0;0;32114;
24.09.2022 02:14:00;0;0;29958;0;0;0;0;29958;
24.09.2022 02:19:00;0;0;29831;0;0;0;0;29831;
24.09.2022 02:24:00;0;0;28717;0;0;0;0;28717;
24.09.2022 02:29:00;0;0;27641;0;0;0;0;27641;
24.09.2022 02:34:00;0;0;29404;0;0;0;0;29404;
24.09.2022 02:39:00;0;0;30011;0;0;0;0;30011;
24.09.2022 02:44:00;0;0;30948;0;0;0;0;30948;
24.09.2022 02:49:00;0;0;29384;0;0;0;0;29384;
24.09.2022 02:54:00;0;0;29911;0;0;0;0;29911;
24.09.2022 02:59:00;0;0;31025;0;0;0;0;31025;
24.09.2022 03:04:00;0;0;33044;0;0;0;0;33044;
24.09.2022 03:09:00;0;0;36099;0;0;0;0;36099;
24.09.2022 03:14:00;0;0;36817;0;0;0;0;36817;
24.09.2022 03:19:00;0;0;36409;0;0;0;0;36409;
24.09.2022 03:24:00;0;0;38082;0;0;0;0;38082;
24.09.2022 03:29:00;0;0;39340;0;0;0;0;39340;
