tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
20.02.2023 00:03:30;0;0;38955;0;0;0;0;38955;
20.02.2023 00:08:30;0;0;39916;0;0;0;0;39916;
20.02.2023 00:13:30;0;0;41357;0;0;0;0;41357;
20.02.2023 00:18:30;0;0;40599;0;0;0;0;40599;
20.02.2023 00:23:30;0;0;36833;0;0;0;0;36833;
20.02.2023 00:28:30;0;0;37359;0;0;0;0;37359;
20.02.2023 00:33:30;0;0;34626;0;0;0;0;34626;
20.02.2023 00:38:30;0;0;33704;0;0;0;0;33704;
20.02.2023 00:43:30;0;0;33468;0;0;0;0;33468;
20.02.2023 00:48:30;0;0;31727;0;0;0;0;31727;
20.02.2023 00:53:30;0;0;32852;0;0;0;0;32852;
20.02.2023 00:58:30;0;0;33506;0;0;0;0;33506;
20.02.2023 01:03:30;0;0;37025;0;0;0;0;37025;
20.02.2023 01:08:30;0;0;38560;0;0;0;0;38560;
20.02.2023 01:13:30;0;0;34570;0;0;0;0;34570;
20.02.2023 01:18:30;0;0;36301;0;0;0;0;36301;
20.02.2023 01:23:30;0;0;36965;0;0;0;0;36965;
20.02.2023 01:28:30;0;0;34998;0;0;0;0;34998;
20.02.2023 01:33:30;0;0;31766;0;0;0;0;31766;
20.02.2023 01:38:30;0;0;33878;0;0;0;0;33878;
20.02.2023 01:43:30;0;0;35530;0;0;0;0;35530;
20.02.2023 01:48:30;0;0;35173;0;0;0;0;35173;
20.02.2023 01:53:30;0;0;36178;0;0;0;0;36178;
20.02.2023 01:58:30;0;0;37589;0;0;0;0;37589;
20.02.2023 02:03:30;0;0;37821;0;0;0;0;37821;
20.02.2023 02:08:30;0;0;35991;0;0;0;0;35991;
20.02.2023 02:13:30;0;0;35152;0;0;0;0;35152;
20.02.2023 02:18:30;0;0;34527;0;0;0;0;34527;
20.02.2023 02:23:30;0;0;33838;0;0;0;0;33838;
20.02.2023 02:28:30;0;0;36643;0;0;0;0;36643;
20.02.2023 02:33:30;0;0;32695;0;0;0;0;32695;
20.02.2023 02:38:30;0;0;36965;0;0;0;0;36965;
20.02.2023 02:43:30;0;0;32910;0;0;0;0;32910;
20.02.2023 02:48:30;0;0;34575;0;0;0;0;34575;
20.02.2023 02:53:30;0;0;34182;0;0;0;0;34182;
20.02.2023 02:58:30;0;0;33021;0;0;0;0;33021;
20.02.2023 03:03:30;0;0;37083;0;0;0;0;37083;
20.02.2023 03:08:30;0;0;35977;0;0;0;0;35977;
20.02.2023 03:13:30;0;0;39055;0;0;0;0;39055;
