tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
15.10.2022 00:04:00;0;0;0;3562;0;40587;37024;37024;
15.10.2022 00:09:00;0;0;0;5547;0;40003;34455;34455;
15.10.2022 00:14:00;0;0;0;3917;0;41207;37289;37289;
15.10.2022 00:19:00;0;0;0;3850;0;39088;35238;35238;
15.10.2022 00:24:00;0;0;0;5576;0;39593;34016;34016;
15.10.2022 00:29:00;0;0;0;6185;0;41662;35477;35477;
15.10.2022 00:34:00;0;0;0;6449;0;40990;34540;34540;
15.10.2022 00:39:00;0;0;0;6049;0;40908;34858;34858;
15.10.2022 00:44:00;0;0;0;3767;0;41566;37798;37798;
15.10.2022 00:49:00;0;0;0;3496;0;40869;37373;37373;
15.10.2022 00:54:00;0;0;0;6312;0;40277;33965;33965;
15.10.2022 00:59:00;0;0;0;5756;0;40862;35105;35105;
15.10.2022 01:04:00;0;0;0;5429;0;40831;35401;35401;
15.10.2022 01:09:00;0;0;0;5808;0;39712;33903;33903;
15.10.2022 01:14:00;0;0;0;5520;0;40962;35441;35441;
15.10.2022 01:19:00;0;0;0;5906;0;40988;35081;35081;
15.10.2022 01:24:00;0;0;0;3321;0;41639;38316;38316;
15.10.2022 01:29:00;0;0;0;5526;0;40301;34774;34774;
15.10.2022 01:34:00;0;0;0;5877;0;40352;34474;34474;
15.10.2022 01:39:00;0;0;0;5167;0;40007;34839;34839;
15.10.2022 01:44:00;0;0;0;5147;0;39632;34483;34483;
15.10.2022 01:49:00;0;0;0;4525;0;41138;36613;36613;
15.10.2022 01:54:00;0;0;0;4579;0;41245;36665;36665;
15.10.2022 01:59:00;0;0;0;3832;0;39420;35586;35586;
15.10.2022 02:04:00;0;0;0;4814;0;39168;34353;34353;
15.10.2022 02:09:00;0;0;0;4204;0;39159;34955;34955;
15.10.2022 02:14:00;0;0;0;3031;0;38927;35895;35895;
15.10.2022 02:19:00;0;0;0;4161;0;40152;35990;35990;
15.10.2022 02:24:00;0;0;0;2814;0;39526;36711;36711;
15.10.2022 02:29:00;0;0;0;1916;0;39320;37403;37403;
15.10.2022 02:34:00;0;0;0;1050;0;39717;38665;38665;
15.10.2022 02:39:00;0;0;0;1111;0;40627;39516;39516;
15.10.2022 02:44:00;0;0;0;4732;0;39802;35070;35070;
15.10.2022 02:49:00;0;0;0;4999;0;40726;35726;35726;
15.10.2022 02:54:00;0;0;0;4637;0;39847;35208;35208;
15.10.2022 02:59:00;0;0;0;3486;0;38560;35073;35073;
15.10.2022 03:04:00;0;0;0;4619;0;38917;34297;34297;
15.10.2022 03:09:00;0;0;0;3480;0;40282;36802;36802;
15.10.2022 03:14:00;0;0;0;4647;0;40476;35828;35828;
15.10.2022 03:19:00;0;0;0;5273;0;40191;34917;34917;
15.10.2022 03:24:00;0;0;0;4665;0;40705;36039;36039;
15.10.2022 03:29:00;0;0;0;2757;0;41068;38311;38311;
15.10.2022 03:34:00;0;0;0;4244;0;39441;35196;35196;
15.10.2022 03:39:00;0;0;0;4887;0;40378;35490;35490;
15.10.2022 03:44:00;0;0;0;3932;0;40015;36083;36083;
15.10.2022 03:49:00;0;0;0;4173;0;41079;36906;36906;
15.10.2022 03:54:00;0;0;0;4400;0;38959;34558;34558;
15.10.2022 03:59:00;0;0;0;4926;0;41873;36947;36947;
15.10.2022 04:04:00;0;0;0;5331;0;39637;34305;34305;
15.10.2022 04:09:00;0;0;0;5329;0;40836;35506;35506;
15.10.2022 04:14:00;0;0;0;5172;0;40265;35092;35092;
15.10.2022 04:19:00;0;0;0;5259;0;38891;33631;33631;
15.10.2022 04:24:00;0;0;0;3126;0;41217;38090;38090;
15.10.2022 04:29:00;0;0;0;2554;0;41026;38471;38471;
15.10.2022 04:34:00;0;0;0;4539;0;41076;36537;36537;
15.10.2022 04:39:00;0;0;0;4443;0;40847;36404;36404;
15.10.2022 04:44:00;0;0;0;4898;0;40706;35807;35807;
15.10.2022 04:49:00;0;0;0;4707;0;40513;35805;35805;
15.10.2022 04:54:00;0;0;0;4790;0;38069;33278;33278;
15.10.2022 04:59:00;0;0;0;3617;0;39517;35900;35900;
15.10.2022 05:04:00;0;0;0;2869;0;40019;37149;37149;
15.10.2022 05:09:00;0;0;0;4159;0;39644;35484;35484;
15.10.2022 05:14:00;0;0;0;3106;0;40530;37423;37423;
15.10.2022 05:19:00;0;0;0;4075;0;40532;36455;36455;
15.10.2022 05:24:00;0;0;0;3170;0;39587;36416;36416;
15.10.2022 05:29:00;0;0;0;1943;0;40884;38940;38940;
15.10.2022 05:34:00;0;0;0;3967;0;40563;36595;36595;
15.10.2022 05:39:00;0;0;0;2528;0;39977;37448;37448;
15.10.2022 05:44:00;0;0;425;1579;0;40272;38693;39118;
15.10.2022 05:49:00;0;0;4254;1690;0;40861;39171;43426;
15.10.2022 05:54:00;0;0;1575;6378;0;39699;33320;34897;
15.10.2022 05:59:00;0;0;941;3593;0;40337;36743;37685;
15.10.2022 06:04:00;0;0;184;5824;0;40123;34299;34484;
15.10.2022 06:09:00;0;0;0;4441;0;40197;35755;35755;
15.10.2022 06:14:00;0;0;0;3897;0;40806;36908;36908;
15.10.2022 06:19:00;0;0;0;3553;0;40530;36976;36976;
15.10.2022 06:24:00;0;0;0;3559;0;38823;35263;35263;
15.10.2022 06:29:00;0;0;0;2926;0;39855;36928;36928;
15.10.2022 06:34:00;0;0;0;2417;0;41151;38734;38734;
15.10.2022 06:39:00;0;0;0;4060;0;40686;36625;36625;
15.10.2022 06:44:00;0;0;0;3330;0;40625;37295;37295;
15.10.2022 06:49:00;0;0;0;2384;0;40895;38510;38510;
15.10.2022 06:54:00;0;0;0;4330;0;41368;37038;37038;
15.10.2022 06:59:00;0;0;0;3931;0;39571;35639;35639;
15.10.2022 07:04:00;0;0;0;3467;0;40636;37168;37168;
15.10.2022 07:09:00;0;0;0;3918;0;40858;36939;36939;
15.10.2022 07:14:00;0;0;0;1584;0;40615;39030;39030;
15.10.2022 07:19:00;0;0;0;1613;0;39892;38278;38278;
15.10.2022 07:24:00;0;0;0;3668;0;41247;37578;37578;
15.10.2022 07:29:00;0;0;372;2085;0;40363;38276;38649;
15.10.2022 07:34:00;0;0;804;1099;0;39231;38131;38935;
15.10.2022 07:39:00;0;0;804;482;0;40637;40155;40959;
15.10.2022 07:44:00;195;307;788;0;0;40413;40413;41201;
15.10.2022 07:49:00;248;517;767;0;183;39157;39341;40108;
15.10.2022 07:54:00;476;717;940;513;351;40551;40388;41329;
15.10.2022 07:59:00;674;830;1216;2012;605;40898;39491;40707;
15.10.2022 08:04:00;776;908;1170;5119;817;41009;36706;37877;
15.10.2022 08:09:00;679;833;800;4055;705;40720;37369;38171;
15.10.2022 08:14:00;1162;1232;0;5683;950;40346;35613;35613;
15.10.2022 08:19:00;2124;1956;0;4514;1934;40406;37826;37826;
15.10.2022 08:24:00;2210;2025;0;6307;2205;39063;34961;34961;
15.10.2022 08:29:00;2687;2409;0;3345;2489;39441;38585;38585;
15.10.2022 08:34:00;4395;3795;0;6955;4108;40136;37289;37289;
15.10.2022 08:39:00;5273;4514;0;10208;5174;39958;34924;34924;
15.10.2022 08:44:00;6130;5226;0;9684;5931;39773;36020;36020;
15.10.2022 08:49:00;6661;5673;0;11037;6535;40505;36003;36003;
15.10.2022 08:54:00;6860;5838;0;12042;6782;39950;34691;34691;
15.10.2022 08:59:00;6126;5241;0;10888;6059;40849;36020;36020;
15.10.2022 09:04:00;6753;5761;0;11285;6520;39788;35023;35023;
15.10.2022 09:09:00;8034;6836;0;11530;7884;41164;37518;37518;
15.10.2022 09:14:00;7282;6212;0;6051;7267;39368;40584;40584;
15.10.2022 09:19:00;7729;6582;0;2742;7596;42450;47304;47304;
15.10.2022 09:24:00;9628;8178;0;9960;9303;40537;39880;39880;
15.10.2022 09:29:00;12062;10219;0;15705;11920;41037;37252;37252;
15.10.2022 09:34:00;12558;10642;0;17256;12632;41822;37198;37198;
15.10.2022 09:39:00;16565;13979;0;19641;16070;39623;36051;36051;
15.10.2022 09:44:00;18163;15333;0;22607;18714;39019;35125;35125;
15.10.2022 09:49:00;20163;16989;0;23026;20023;41207;38203;38203;
15.10.2022 09:54:00;22448;18887;0;25639;22422;41639;38422;38422;
15.10.2022 09:59:00;29840;25037;0;30378;31175;40196;40993;40993;
15.10.2022 10:04:00;31491;26406;0;31124;33791;41988;44655;44655;
15.10.2022 10:09:00;33482;28050;0;32996;34661;39899;41565;41565;
15.10.2022 10:14:00;35253;29676;0;37154;36632;39767;39244;39244;
15.10.2022 10:19:00;37338;31530;0;41012;41332;38816;39136;39136;
15.10.2022 10:24:00;42431;35781;0;44859;43526;40129;38796;38796;
15.10.2022 10:29:00;52047;43846;0;49843;55595;39837;45589;45589;
15.10.2022 10:34:00;56140;47255;0;52425;57290;40424;45289;45289;
15.10.2022 10:39:00;64548;54328;0;61145;65424;40472;44751;44751;
15.10.2022 10:44:00;67833;57130;0;64849;72674;40831;48655;48655;
15.10.2022 10:49:00;52194;44099;0;50258;55766;40742;46250;46250;
15.10.2022 10:54:00;53358;45041;0;51920;58574;40823;47477;47477;
15.10.2022 10:59:00;55057;46469;0;56313;62834;39817;46339;46339;
15.10.2022 11:04:00;51306;43350;0;52242;57581;40929;46268;46268;
15.10.2022 11:09:00;46981;39798;0;48466;53835;39269;44639;44639;
15.10.2022 11:14:00;38545;32774;0;40706;38942;41237;39474;39474;
15.10.2022 11:19:00;35189;29986;0;37176;36746;40055;39625;39625;
15.10.2022 11:24:00;35538;30295;0;32906;38923;40223;46240;46240;
15.10.2022 11:29:00;47439;40235;0;43493;47717;39947;44171;44171;
15.10.2022 11:34:00;53249;45049;0;56323;51818;41029;36524;36524;
15.10.2022 11:39:00;52400;44346;0;54378;55349;40445;41416;41416;
15.10.2022 11:44:00;51329;43469;0;54783;55685;40490;41393;41393;
15.10.2022 11:49:00;53987;45723;0;56677;56124;40944;40390;40390;
15.10.2022 11:54:00;42416;36097;0;45624;44516;41680;40572;40572;
15.10.2022 11:59:00;38997;33223;0;42498;40312;40729;38543;38543;
