tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
06.02.2023 00:03:30;0;0;47038;0;0;0;0;47038;
06.02.2023 00:08:30;0;0;47972;0;0;0;0;47972;
06.02.2023 00:13:30;0;0;50210;0;0;0;0;50210;
06.02.2023 00:18:30;0;0;46761;0;0;0;0;46761;
06.02.2023 00:23:30;0;0;46145;0;0;0;0;46145;
06.02.2023 00:28:30;0;0;52365;0;0;0;0;52365;
06.02.2023 00:33:30;0;0;48410;0;0;0;0;48410;
06.02.2023 00:38:30;0;0;46598;0;0;0;0;46598;
06.02.2023 00:43:30;0;0;43715;0;0;0;0;43715;
06.02.2023 00:48:30;0;0;50573;0;0;0;0;50573;
06.02.2023 00:53:30;0;0;46194;0;0;0;0;46194;
06.02.2023 00:58:30;0;0;42845;0;0;0;0;42845;
06.02.2023 01:03:30;0;0;39866;0;0;0;0;39866;
06.02.2023 01:08:30;0;0;45593;0;0;0;0;45593;
06.02.2023 01:13:30;0;0;47678;0;0;0;0;47678;
06.02.2023 01:18:30;0;0;43464;0;0;0;0;43464;
06.02.2023 01:23:30;0;0;44025;0;0;0;0;44025;
06.02.2023 01:28:30;0;0;45454;0;0;0;0;45454;
06.02.2023 01:33:30;0;0;43068;0;0;0;0;43068;
06.02.2023 01:38:30;0;0;45892;0;0;0;0;45892;
06.02.2023 01:43:30;0;0;43909;0;0;0;0;43909;
06.02.2023 01:48:30;0;0;44807;0;0;0;0;44807;
06.02.2023 01:53:30;0;0;43953;0;0;0;0;43953;
06.02.2023 01:58:30;0;0;43810;0;0;0;0;43810;
06.02.2023 02:03:30;0;0;42663;0;0;0;0;42663;
06.02.2023 02:08:30;0;0;45498;0;0;0;0;45498;
06.02.2023 02:13:30;0;0;44150;0;0;0;0;44150;
06.02.2023 02:18:30;0;0;46216;0;0;0;0;46216;
06.02.2023 02:23:30;0;0;46558;0;0;0;0;46558;
06.02.2023 02:28:30;0;0;50924;0;0;0;0;50924;
06.02.2023 02:33:30;0;0;45260;0;0;0;0;45260;
06.02.2023 02:38:30;0;0;42301;0;0;0;0;42301;
06.02.2023 02:43:30;0;0;43437;0;0;0;0;43437;
06.02.2023 02:48:30;0;0;50583;0;0;0;0;50583;
06.02.2023 02:53:30;0;0;43536;0;0;0;0;43536;
06.02.2023 02:58:30;0;0;44027;0;0;0;0;44027;
06.02.2023 03:03:30;0;0;50052;0;0;0;0;50052;
06.02.2023 03:08:30;0;0;58541;0;0;0;0;58541;
06.02.2023 03:13:30;0;0;50724;0;0;0;0;50724;
06.02.2023 03:18:30;0;0;47297;0;0;0;0;47297;
06.02.2023 03:23:30;0;0;44727;0;0;0;0;44727;
06.02.2023 03:28:30;0;0;49215;0;0;0;0;49215;
06.02.2023 03:33:30;0;0;48970;0;0;0;0;48970;
06.02.2023 03:38:30;0;0;41134;0;0;0;0;41134;
06.02.2023 03:43:30;0;0;41414;0;0;0;0;41414;
06.02.2023 03:48:30;0;0;45935;0;0;0;0;45935;
06.02.2023 03:53:30;0;0;45305;0;0;0;0;45305;
06.02.2023 03:58:30;0;0;45906;0;0;0;0;45906;
06.02.2023 04:03:30;0;0;46273;0;0;0;0;46273;
06.02.2023 04:08:30;0;0;44793;0;0;0;0;44793;
06.02.2023 04:13:30;0;0;40207;0;0;0;0;40207;
06.02.2023 04:18:30;0;0;44892;0;0;0;0;44892;
06.02.2023 04:23:30;0;0;43786;0;0;0;0;43786;
06.02.2023 04:28:30;0;0;45553;0;0;0;0;45553;
06.02.2023 04:33:30;0;0;37961;0;0;0;0;37961;
06.02.2023 04:38:30;0;0;35654;0;0;0;0;35654;
06.02.2023 04:43:30;0;0;36040;0;0;0;0;36040;
06.02.2023 04:48:30;0;0;42735;0;0;0;0;42735;
06.02.2023 04:53:30;0;0;41806;0;0;0;0;41806;
06.02.2023 04:58:30;0;0;44180;0;0;0;0;44180;
06.02.2023 05:03:30;0;0;40915;0;0;0;0;40915;
06.02.2023 05:08:30;0;0;48116;0;0;0;0;48116;
06.02.2023 05:13:30;0;0;44327;0;0;0;0;44327;
06.02.2023 05:18:30;0;0;43396;0;0;0;0;43396;
06.02.2023 05:23:30;0;0;45152;0;0;0;0;45152;
06.02.2023 05:28:30;0;0;48887;0;0;0;0;48887;
06.02.2023 05:33:30;0;0;45369;0;0;0;0;45369;
06.02.2023 05:38:30;0;0;46697;0;0;0;0;46697;
06.02.2023 05:43:30;0;0;50928;0;0;0;0;50928;
06.02.2023 05:48:30;0;0;48876;0;0;0;0;48876;
06.02.2023 05:53:30;0;0;51284;0;0;0;0;51284;
06.02.2023 05:58:30;0;0;53424;0;0;0;0;53424;
06.02.2023 06:03:30;0;0;55271;0;0;0;0;55271;
06.02.2023 06:08:30;0;0;57827;0;0;0;0;57827;
06.02.2023 06:13:30;0;0;54964;0;0;0;0;54964;
06.02.2023 06:18:30;0;0;55002;0;0;0;0;55002;
06.02.2023 06:23:30;0;0;57873;0;0;0;0;57873;
06.02.2023 06:28:30;0;0;61302;0;0;0;0;61302;
06.02.2023 06:33:30;0;0;56272;0;0;0;0;56272;
06.02.2023 06:38:30;0;0;58430;0;0;0;0;58430;
06.02.2023 06:43:30;0;0;59641;0;0;0;0;59641;
06.02.2023 06:48:30;0;0;62301;0;0;0;0;62301;
06.02.2023 06:53:30;0;0;60832;0;0;0;0;60832;
06.02.2023 06:58:30;0;0;61537;0;0;0;0;61537;
06.02.2023 07:03:30;0;0;64184;0;0;0;0;64184;
06.02.2023 07:08:30;0;0;64091;0;0;0;0;64091;
06.02.2023 07:13:30;0;0;56197;0;0;0;0;56197;
