tkt=300,Leistung_in_W;EL:AC Leistung;EL:DC Leistung;EL:Strombezug Trafo;EL:Stromlieferung Trafo;EL:Stromlieferung PV;EL:Stromlieferung BHKW;EL:Eigenverbrauch;EL:GesamtStrom;
23.08.2022 00:00:30;0;0;0;10358;0;40521;30162;30162;
23.08.2022 00:05:30;0;0;0;10244;0;38909;28664;28664;
23.08.2022 00:10:30;0;0;0;9903;0;39252;29347;29347;
23.08.2022 00:15:30;0;0;0;9741;0;40642;30899;30899;
23.08.2022 00:20:30;0;0;0;10387;0;40192;29804;29804;
23.08.2022 00:25:30;0;0;0;10400;0;40338;29937;29937;
23.08.2022 00:30:30;0;0;0;9922;0;39234;29310;29310;
23.08.2022 00:35:30;0;0;0;7630;0;42131;34500;34500;
23.08.2022 00:40:30;0;0;0;10419;0;39007;28587;28587;
23.08.2022 00:45:30;0;0;0;9767;0;40313;30545;30545;
23.08.2022 00:50:30;0;0;0;10483;0;39048;28564;28564;
23.08.2022 00:55:30;0;0;0;10040;0;40521;30479;30479;
23.08.2022 01:00:30;0;0;0;10652;0;39615;28962;28962;
23.08.2022 01:05:30;0;0;0;9620;0;39552;29931;29931;
23.08.2022 01:10:30;0;0;0;7679;0;40116;32436;32436;
23.08.2022 01:15:30;0;0;0;11023;0;40175;29152;29152;
23.08.2022 01:20:30;0;0;0;10692;0;40531;29838;29838;
23.08.2022 01:25:30;0;0;0;10712;0;40205;29493;29493;
23.08.2022 01:30:30;0;0;0;10806;0;41100;30293;30293;
23.08.2022 01:35:30;0;0;0;11093;0;40272;29178;29178;
23.08.2022 01:40:30;0;0;0;10919;0;41268;30348;30348;
23.08.2022 01:45:30;0;0;0;8585;0;41472;32886;32886;
23.08.2022 01:50:30;0;0;0;10887;0;40098;29210;29210;
23.08.2022 01:55:30;0;0;0;10598;0;40466;29867;29867;
23.08.2022 02:00:30;0;0;0;10882;0;40632;29749;29749;
23.08.2022 02:05:30;0;0;0;11125;0;40797;29672;29672;
23.08.2022 02:10:30;0;0;0;11062;0;39561;28498;28498;
23.08.2022 02:15:30;0;0;0;11472;0;40504;29032;29032;
23.08.2022 02:20:30;0;0;0;10929;0;40289;29360;29360;
23.08.2022 02:25:30;0;0;0;11122;0;39799;28676;28676;
23.08.2022 02:30:30;0;0;0;8090;0;39922;31831;31831;
23.08.2022 02:35:30;0;0;0;3910;0;39550;35640;35640;
23.08.2022 02:40:30;0;0;0;4040;0;40977;36936;36936;
23.08.2022 02:45:30;0;0;0;4679;0;39059;34379;34379;
23.08.2022 02:50:30;0;0;0;7076;0;40091;33014;33014;
23.08.2022 02:55:30;0;0;0;10815;0;39970;29154;29154;
23.08.2022 03:00:30;0;0;0;9742;0;41849;32106;32106;
23.08.2022 03:05:30;0;0;0;9532;0;38991;29458;29458;
23.08.2022 03:10:30;0;0;0;10889;0;40104;29214;29214;
23.08.2022 03:15:30;0;0;0;11180;0;41446;30266;30266;
23.08.2022 03:20:30;0;0;0;11500;0;40784;29284;29284;
23.08.2022 03:25:30;0;0;0;11266;0;41156;29888;29888;
23.08.2022 03:30:30;0;0;0;11331;0;40277;28946;28946;
23.08.2022 03:35:30;0;0;0;11203;0;39647;28444;28444;
23.08.2022 03:40:30;0;0;0;11171;0;39682;28509;28509;
23.08.2022 03:45:30;0;0;0;8434;0;41450;33014;33014;
23.08.2022 03:50:30;0;0;0;10951;0;39374;28422;28422;
23.08.2022 03:55:30;0;0;0;10222;0;40385;30161;30161;
23.08.2022 04:00:30;0;0;0;10760;0;40824;30064;30064;
23.08.2022 04:05:30;0;0;0;10614;0;39316;28702;28702;
23.08.2022 04:10:30;0;0;0;10710;0;39338;28627;28627;
23.08.2022 04:15:30;0;0;0;10070;0;38949;28879;28879;
23.08.2022 04:20:30;0;0;0;7687;0;38360;30672;30672;
23.08.2022 04:25:30;0;0;0;9987;0;38847;28859;28859;
23.08.2022 04:30:30;0;0;0;8229;0;38954;30725;30725;
23.08.2022 04:35:30;0;0;0;7851;0;39371;31520;31520;
23.08.2022 04:40:30;0;0;0;8490;0;38151;29660;29660;
23.08.2022 04:45:30;0;0;0;8264;0;40040;31774;31774;
23.08.2022 04:50:30;0;0;0;8420;0;38668;30247;30247;
23.08.2022 04:55:30;0;0;0;6474;0;37763;31288;31288;
23.08.2022 05:00:30;0;0;0;6376;0;39303;32926;32926;
23.08.2022 05:05:30;0;0;0;4256;0;39328;35071;35071;
23.08.2022 05:10:30;0;0;0;9032;0;37935;28901;28901;
