tkt=300,Temperaturen_in_1 / 10Grad;:Außentemperatur;:Spannung AC;:Spannung DC;:xxx;
20.04.2023 00:02:30;55;0;0;0;
20.04.2023 00:07:30;54;0;0;0;
20.04.2023 00:12:30;54;0;0;0;
20.04.2023 00:17:30;54;0;0;0;
20.04.2023 00:22:30;54;0;0;0;
20.04.2023 00:27:30;54;0;0;0;
20.04.2023 00:32:30;54;0;0;0;
20.04.2023 00:37:30;54;0;0;0;
20.04.2023 00:42:30;39;0;0;0;
20.04.2023 00:47:30;32;0;0;0;
20.04.2023 00:52:30;32;0;0;0;
20.04.2023 00:57:30;34;0;0;0;
20.04.2023 01:02:30;40;0;0;0;
20.04.2023 01:07:30;40;0;0;0;
20.04.2023 01:12:30;40;0;0;0;
20.04.2023 01:17:30;42;0;0;0;
20.04.2023 01:22:30;42;0;0;0;
20.04.2023 01:27:30;42;0;0;0;
20.04.2023 01:32:30;39;0;0;0;
20.04.2023 01:37:30;39;0;0;0;
20.04.2023 01:42:30;39;0;0;0;
20.04.2023 01:47:30;40;0;0;0;
20.04.2023 01:52:30;42;0;0;0;
20.04.2023 01:57:30;42;0;0;0;
20.04.2023 02:02:30;41;0;0;0;
20.04.2023 02:07:30;39;0;0;0;
20.04.2023 02:12:30;39;0;0;0;
20.04.2023 02:17:30;39;0;0;0;
20.04.2023 02:22:30;37;0;0;0;
20.04.2023 02:27:30;37;0;0;0;
20.04.2023 02:32:30;37;0;0;0;
20.04.2023 02:37:30;37;0;0;0;
20.04.2023 02:42:30;37;0;0;0;
20.04.2023 02:47:30;37;0;0;0;
20.04.2023 02:52:32;36;0;0;0;
20.04.2023 02:57:32;33;0;0;0;
20.04.2023 03:02:32;33;0;0;0;
20.04.2023 03:07:32;33;0;0;0;
20.04.2023 03:12:32;32;0;0;0;
20.04.2023 03:17:32;32;0;0;0;
20.04.2023 03:22:32;32;0;0;0;
20.04.2023 03:27:32;32;0;0;0;
20.04.2023 03:32:32;32;0;0;0;
20.04.2023 03:37:32;32;0;0;0;
20.04.2023 03:42:32;31;0;0;0;
20.04.2023 03:47:32;30;0;0;0;
20.04.2023 03:52:32;30;0;0;0;
20.04.2023 03:57:32;30;0;0;0;
20.04.2023 04:02:32;27;0;0;0;
20.04.2023 04:07:32;27;0;0;0;
20.04.2023 04:12:32;27;0;0;0;
20.04.2023 04:17:32;27;0;0;0;
20.04.2023 04:22:32;27;0;0;0;
20.04.2023 04:27:32;27;0;0;0;
20.04.2023 04:32:32;26;0;0;0;
20.04.2023 04:37:32;25;0;0;0;
20.04.2023 04:42:32;25;0;0;0;
20.04.2023 04:47:32;25;0;0;0;
20.04.2023 04:52:32;25;0;0;0;
20.04.2023 04:57:32;25;0;0;0;
20.04.2023 05:02:32;25;0;0;0;
20.04.2023 05:07:32;25;0;0;0;
20.04.2023 05:12:32;25;0;0;0;
20.04.2023 05:17:32;25;0;0;0;
20.04.2023 05:22:32;25;0;0;0;
20.04.2023 05:27:32;25;0;0;0;
20.04.2023 05:32:32;25;0;0;0;
20.04.2023 05:37:32;25;0;0;0;
20.04.2023 05:42:32;25;0;0;0;
20.04.2023 05:47:32;26;0;0;0;
20.04.2023 05:52:32;26;0;0;0;
20.04.2023 05:57:32;26;0;0;0;
20.04.2023 06:02:32;27;0;0;0;
20.04.2023 06:07:32;27;0;0;0;
20.04.2023 06:12:32;26;0;429;0;
20.04.2023 06:17:32;26;0;549;0;
20.04.2023 06:22:32;26;0;582;0;
20.04.2023 06:27:32;26;0;495;0;
20.04.2023 06:32:32;25;0;542;0;
20.04.2023 06:37:32;25;0;575;0;
20.04.2023 06:42:32;25;0;613;0;
20.04.2023 06:47:32;27;0;630;0;
20.04.2023 06:52:32;31;0;646;0;
20.04.2023 06:57:32;31;0;651;0;
20.04.2023 07:02:32;30;0;666;0;
20.04.2023 07:07:32;26;0;689;0;
20.04.2023 07:12:32;26;0;695;0;
20.04.2023 07:17:32;26;0;692;0;
20.04.2023 07:22:32;26;0;693;0;
20.04.2023 07:27:32;26;0;699;0;
20.04.2023 07:32:32;26;0;699;0;
20.04.2023 07:37:32;29;0;704;0;
20.04.2023 07:42:32;36;0;711;0;
20.04.2023 07:47:32;36;0;709;0;
20.04.2023 07:52:32;35;0;709;0;
20.04.2023 07:57:32;35;0;711;0;
20.04.2023 08:02:32;35;0;717;0;
20.04.2023 08:07:32;35;0;716;0;
20.04.2023 08:12:32;35;0;720;0;
20.04.2023 08:17:32;35;0;721;0;
20.04.2023 08:22:32;35;0;711;0;
20.04.2023 08:27:32;36;0;707;0;
20.04.2023 08:32:32;38;0;711;0;
