tkt=300,Temperaturen_in_1 / 10Grad;:Außentemperatur;:Spannung AC;:Spannung DC;:xxx;
07.05.2023 00:02:30;136;0;0;0;
07.05.2023 00:07:30;136;0;0;0;
07.05.2023 00:12:30;133;0;0;0;
07.05.2023 00:17:30;132;0;0;0;
07.05.2023 00:22:30;132;0;0;0;
07.05.2023 00:27:30;131;0;0;0;
07.05.2023 00:32:30;131;0;0;0;
07.05.2023 00:37:30;131;0;0;0;
07.05.2023 00:42:30;130;0;0;0;
07.05.2023 00:47:30;125;0;0;0;
07.05.2023 00:52:30;125;0;0;0;
07.05.2023 00:57:30;125;0;0;0;
07.05.2023 01:02:30;124;0;0;0;
07.05.2023 01:07:30;124;0;0;0;
07.05.2023 01:12:30;124;0;0;0;
07.05.2023 01:17:30;122;0;0;0;
07.05.2023 01:22:30;121;0;0;0;
07.05.2023 01:27:30;121;0;0;0;
07.05.2023 01:32:30;121;0;0;0;
07.05.2023 01:37:30;121;0;0;0;
07.05.2023 01:42:30;121;0;0;0;
07.05.2023 01:47:30;121;0;0;0;
07.05.2023 01:52:30;118;0;0;0;
07.05.2023 01:57:30;118;0;0;0;
07.05.2023 02:02:30;118;0;0;0;
07.05.2023 02:07:30;118;0;0;0;
07.05.2023 02:12:30;118;0;0;0;
07.05.2023 02:17:30;118;0;0;0;
07.05.2023 02:22:30;117;0;0;0;
07.05.2023 02:27:30;117;0;0;0;
07.05.2023 02:32:30;117;0;0;0;
07.05.2023 02:37:30;117;0;0;0;
07.05.2023 02:42:30;117;0;0;0;
07.05.2023 02:47:30;117;0;0;0;
07.05.2023 02:52:30;117;0;0;0;
07.05.2023 02:57:30;115;0;0;0;
07.05.2023 03:02:30;114;0;0;0;
07.05.2023 03:07:30;114;0;0;0;
07.05.2023 03:12:30;114;0;0;0;
07.05.2023 03:17:30;114;0;0;0;
07.05.2023 03:22:30;114;0;0;0;
07.05.2023 03:27:30;114;0;0;0;
07.05.2023 03:32:30;114;0;0;0;
07.05.2023 03:37:30;114;0;0;0;
07.05.2023 03:42:30;114;0;0;0;
07.05.2023 03:47:30;114;0;0;0;
07.05.2023 03:52:30;114;0;0;0;
07.05.2023 03:57:30;114;0;0;0;
07.05.2023 04:02:30;113;0;0;0;
07.05.2023 04:07:30;113;0;0;0;
07.05.2023 04:12:30;113;0;0;0;
07.05.2023 04:17:30;113;0;0;0;
07.05.2023 04:22:30;113;0;0;0;
07.05.2023 04:27:30;113;0;0;0;
07.05.2023 04:32:30;113;0;0;0;
07.05.2023 04:37:30;110;0;0;0;
07.05.2023 04:42:30;106;0;0;0;
07.05.2023 04:47:30;106;0;0;0;
07.05.2023 04:52:30;106;0;0;0;
07.05.2023 04:57:30;106;0;0;0;
07.05.2023 05:02:30;106;0;0;0;
07.05.2023 05:07:30;106;0;0;0;
07.05.2023 05:12:30;103;0;0;0;
