tkt=300,Temperaturen_in_1 / 10Grad;:Außentemperatur;:Spannung AC;:Spannung DC;:xxx;
13.02.2023 00:03:30;23;0;0;0;
13.02.2023 00:08:30;20;0;0;0;
13.02.2023 00:13:30;15;0;0;0;
13.02.2023 00:18:30;15;0;0;0;
13.02.2023 00:23:30;15;0;0;0;
13.02.2023 00:28:30;29;0;0;0;
13.02.2023 00:33:30;31;0;0;0;
13.02.2023 00:38:30;31;0;0;0;
13.02.2023 00:43:30;22;0;0;0;
13.02.2023 00:48:30;16;0;0;0;
13.02.2023 00:53:30;16;0;0;0;
13.02.2023 00:58:30;16;0;0;0;
13.02.2023 01:03:30;16;0;0;0;
13.02.2023 01:08:30;16;0;0;0;
13.02.2023 01:13:30;16;0;0;0;
13.02.2023 01:18:30;16;0;0;0;
13.02.2023 01:23:30;16;0;0;0;
13.02.2023 01:28:30;16;0;0;0;
13.02.2023 01:33:30;21;0;0;0;
13.02.2023 01:38:30;25;0;0;0;
13.02.2023 01:43:30;25;0;0;0;
13.02.2023 01:48:30;22;0;0;0;
13.02.2023 01:53:30;16;0;0;0;
13.02.2023 01:58:30;16;0;0;0;
13.02.2023 02:03:30;16;0;0;0;
13.02.2023 02:08:30;13;0;0;0;
13.02.2023 02:13:30;13;0;0;0;
13.02.2023 02:18:30;13;0;0;0;
13.02.2023 02:23:30;14;0;0;0;
13.02.2023 02:28:30;15;0;0;0;
13.02.2023 02:33:30;15;0;0;0;
13.02.2023 02:38:30;13;0;0;0;
13.02.2023 02:43:30;9;0;0;0;
13.02.2023 02:48:30;9;0;0;0;
13.02.2023 02:53:30;9;0;0;0;
13.02.2023 02:58:30;7;0;0;0;
13.02.2023 03:03:30;7;0;0;0;
13.02.2023 03:08:30;7;0;0;0;
13.02.2023 03:13:30;7;0;0;0;
13.02.2023 03:18:30;7;0;0;0;
13.02.2023 03:23:30;7;0;0;0;
13.02.2023 03:28:30;6;0;0;0;
13.02.2023 03:33:30;5;0;0;0;
13.02.2023 03:38:30;5;0;0;0;
13.02.2023 03:43:30;5;0;0;0;
13.02.2023 03:48:30;3;0;0;0;
13.02.2023 03:53:30;3;0;0;0;
13.02.2023 03:58:30;3;0;0;0;
13.02.2023 04:03:30;4;0;0;0;
13.02.2023 04:08:30;5;0;0;0;
13.02.2023 04:13:30;5;0;0;0;
13.02.2023 04:18:30;5;0;0;0;
13.02.2023 04:23:30;5;0;0;0;
13.02.2023 04:28:30;5;0;0;0;
13.02.2023 04:33:30;5;0;0;0;
13.02.2023 04:38:30;5;0;0;0;
13.02.2023 04:43:30;6;0;0;0;
13.02.2023 04:48:30;6;0;0;0;
13.02.2023 04:53:30;3;0;0;0;
13.02.2023 04:58:30;1;0;0;0;
13.02.2023 05:03:30;1;0;0;0;
13.02.2023 05:08:30;2;0;0;0;
13.02.2023 05:13:30;6;0;0;0;
13.02.2023 05:18:30;6;0;0;0;
13.02.2023 05:23:30;6;0;0;0;
13.02.2023 05:28:30;7;0;0;0;
13.02.2023 05:33:30;8;0;0;0;
13.02.2023 05:38:30;8;0;0;0;
13.02.2023 05:43:30;8;0;0;0;
13.02.2023 05:48:30;8;0;0;0;
13.02.2023 05:53:30;8;0;0;0;
13.02.2023 05:58:30;8;0;0;0;
13.02.2023 06:03:30;8;0;0;0;
13.02.2023 06:08:30;8;0;0;0;
13.02.2023 06:13:30;8;0;0;0;
13.02.2023 06:18:30;8;0;0;0;
13.02.2023 06:23:30;8;0;0;0;
13.02.2023 06:28:30;8;0;0;0;
13.02.2023 06:33:30;10;0;0;0;
13.02.2023 06:38:30;12;0;0;0;
13.02.2023 06:43:30;12;0;0;0;
13.02.2023 06:48:30;11;0;0;0;
13.02.2023 06:53:30;11;0;0;0;
13.02.2023 06:58:30;11;0;0;0;
13.02.2023 07:03:30;11;0;0;0;
13.02.2023 07:08:30;9;0;0;0;
13.02.2023 07:13:30;9;0;234;0;
13.02.2023 07:18:30;9;0;546;0;
13.02.2023 07:23:30;7;0;593;0;
13.02.2023 07:28:30;6;0;487;0;
13.02.2023 07:33:30;6;0;538;0;
13.02.2023 07:38:30;5;0;584;0;
13.02.2023 07:43:30;5;0;614;0;
13.02.2023 07:48:30;5;0;631;0;
13.02.2023 07:53:30;5;0;659;0;
13.02.2023 07:58:30;10;0;680;0;
13.02.2023 08:03:30;11;0;695;0;
13.02.2023 08:08:30;11;0;704;0;
13.02.2023 08:13:30;6;0;717;0;
13.02.2023 08:18:30;4;0;718;0;
13.02.2023 08:23:30;4;0;716;0;
13.02.2023 08:28:30;4;0;720;0;
13.02.2023 08:33:30;5;0;726;0;
13.02.2023 08:38:30;5;0;735;0;
13.02.2023 08:43:30;5;0;746;0;
13.02.2023 08:48:30;10;0;748;0;
13.02.2023 08:53:30;11;0;757;0;
13.02.2023 08:58:30;11;0;756;0;
13.02.2023 09:03:30;11;0;752;0;
13.02.2023 09:08:30;11;0;750;0;
13.02.2023 09:13:30;11;0;747;0;
13.02.2023 09:18:30;12;0;745;0;
13.02.2023 09:23:30;18;0;742;0;
13.02.2023 09:28:30;18;0;739;0;
13.02.2023 09:33:30;18;0;739;0;
13.02.2023 09:38:30;25;0;736;0;
13.02.2023 09:43:30;26;0;736;0;
13.02.2023 09:48:30;26;0;733;0;
13.02.2023 09:53:30;28;0;732;0;
13.02.2023 09:58:30;31;0;732;0;
13.02.2023 10:03:30;31;0;729;0;
13.02.2023 10:08:30;31;0;727;0;
13.02.2023 10:13:30;33;0;728;0;
13.02.2023 10:18:30;33;0;726;0;
13.02.2023 10:23:30;33;0;723;0;
13.02.2023 10:28:30;34;0;721;0;
13.02.2023 10:33:30;35;0;718;0;
13.02.2023 10:38:30;35;0;715;0;
13.02.2023 10:43:30;38;0;713;0;
13.02.2023 10:48:30;41;0;711;0;
13.02.2023 10:53:30;41;0;708;0;
13.02.2023 10:58:30;42;0;706;0;
13.02.2023 11:03:30;47;0;703;0;
13.02.2023 11:08:30;47;0;703;0;
13.02.2023 11:13:30;47;0;701;0;
13.02.2023 11:18:30;48;0;700;0;
13.02.2023 11:23:30;49;0;698;0;
13.02.2023 11:28:30;49;0;697;0;
13.02.2023 11:33:30;52;0;696;0;
13.02.2023 11:38:30;55;0;694;0;
13.02.2023 11:43:30;55;0;693;0;
