tkt=300,Temperaturen_in_1 / 10Grad;:Außentemperatur;:Spannung AC;:Spannung DC;:xxx;
17.03.2023 00:03:00;42;0;0;0;
17.03.2023 00:08:00;41;0;0;0;
17.03.2023 00:13:00;40;0;0;0;
17.03.2023 00:18:00;40;0;0;0;
17.03.2023 00:23:00;40;0;0;0;
17.03.2023 00:28:00;43;0;0;0;
17.03.2023 00:33:00;43;0;0;0;
17.03.2023 00:38:00;43;0;0;0;
17.03.2023 00:43:00;42;0;0;0;
17.03.2023 00:48:00;42;0;0;0;
17.03.2023 00:53:00;42;0;0;0;
17.03.2023 00:58:00;42;0;0;0;
17.03.2023 01:03:00;42;0;0;0;
17.03.2023 01:08:00;42;0;0;0;
17.03.2023 01:13:00;41;0;0;0;
17.03.2023 01:18:00;38;0;0;0;
17.03.2023 01:23:00;38;0;0;0;
17.03.2023 01:28:00;38;0;0;0;
17.03.2023 01:33:00;32;0;0;0;
17.03.2023 01:38:00;31;0;0;0;
17.03.2023 01:43:00;31;0;0;0;
17.03.2023 01:48:00;32;0;0;0;
17.03.2023 01:53:00;34;0;0;0;
17.03.2023 01:58:00;34;0;0;0;
17.03.2023 02:03:00;36;0;0;0;
17.03.2023 02:08:00;54;0;0;0;
17.03.2023 02:13:00;54;0;0;0;
17.03.2023 02:18:00;54;0;0;0;
17.03.2023 02:23:00;36;0;0;0;
17.03.2023 02:28:00;32;0;0;0;
17.03.2023 02:33:00;32;0;0;0;
17.03.2023 02:38:00;32;0;0;0;
17.03.2023 02:43:00;32;0;0;0;
17.03.2023 02:48:00;32;0;0;0;
17.03.2023 02:53:00;35;0;0;0;
17.03.2023 02:58:00;62;0;0;0;
17.03.2023 03:03:00;62;0;0;0;
17.03.2023 03:08:00;62;0;0;0;
17.03.2023 03:13:00;40;0;0;0;
17.03.2023 03:18:00;34;0;0;0;
17.03.2023 03:23:00;34;0;0;0;
17.03.2023 03:28:00;32;0;0;0;
17.03.2023 03:33:00;31;0;0;0;
17.03.2023 03:38:00;31;0;0;0;
17.03.2023 03:43:00;31;0;0;0;
17.03.2023 03:48:00;35;0;0;0;
17.03.2023 03:53:00;35;0;0;0;
17.03.2023 03:58:00;35;0;0;0;
17.03.2023 04:03:00;35;0;0;0;
17.03.2023 04:08:00;35;0;0;0;
17.03.2023 04:13:00;35;0;0;0;
17.03.2023 04:18:00;34;0;0;0;
17.03.2023 04:23:00;33;0;0;0;
17.03.2023 04:28:00;33;0;0;0;
17.03.2023 04:33:00;33;0;0;0;
17.03.2023 04:38:00;33;0;0;0;
17.03.2023 04:43:00;33;0;0;0;
17.03.2023 04:48:00;33;0;0;0;
17.03.2023 04:53:00;33;0;0;0;
17.03.2023 04:58:00;34;0;0;0;
17.03.2023 05:03:00;34;0;0;0;
17.03.2023 05:08:00;43;0;0;0;
17.03.2023 05:13:00;55;0;0;0;
17.03.2023 05:18:00;55;0;0;0;
17.03.2023 05:23:00;54;0;0;0;
17.03.2023 05:28:00;46;0;0;0;
17.03.2023 05:33:00;46;0;0;0;
17.03.2023 05:38:00;46;0;0;0;
17.03.2023 05:43:00;32;0;0;0;
17.03.2023 05:48:00;28;0;0;0;
17.03.2023 05:53:00;28;0;0;0;
17.03.2023 05:58:00;28;0;0;0;
17.03.2023 06:03:00;28;0;0;0;
17.03.2023 06:08:00;28;0;0;0;
17.03.2023 06:13:00;27;0;0;0;
17.03.2023 06:18:00;22;0;105;0;
17.03.2023 06:23:00;22;0;525;0;
17.03.2023 06:28:00;22;0;601;0;
17.03.2023 06:33:00;25;0;490;0;
17.03.2023 06:38:00;26;0;516;0;
17.03.2023 06:43:00;26;0;589;0;
17.03.2023 06:48:00;21;0;636;0;
17.03.2023 06:53:00;16;0;662;0;
17.03.2023 06:58:00;16;0;678;0;
17.03.2023 07:03:00;16;0;681;0;
17.03.2023 07:08:00;24;0;696;0;
17.03.2023 07:13:00;24;0;719;0;
17.03.2023 07:18:00;24;0;724;0;
17.03.2023 07:23:00;24;0;713;0;
17.03.2023 07:28:00;24;0;723;0;
17.03.2023 07:33:00;24;0;719;0;
17.03.2023 07:38:00;39;0;735;0;
17.03.2023 07:43:00;59;0;717;0;
17.03.2023 07:48:00;59;0;722;0;
17.03.2023 07:53:00;58;0;738;0;
17.03.2023 07:58:00;58;0;735;0;
17.03.2023 08:03:00;58;0;730;0;
17.03.2023 08:08:00;58;0;720;0;
17.03.2023 08:13:00;64;0;719;0;
17.03.2023 08:18:00;66;0;717;0;
17.03.2023 08:23:00;66;0;721;0;
17.03.2023 08:28:00;66;0;723;0;
17.03.2023 08:33:00;68;0;716;0;
17.03.2023 08:38:00;68;0;717;0;
17.03.2023 08:43:00;69;0;719;0;
17.03.2023 08:48:00;81;0;714;0;
17.03.2023 08:53:00;81;0;710;0;
17.03.2023 08:58:00;81;0;707;0;
17.03.2023 09:03:00;88;0;703;0;
17.03.2023 09:08:00;91;0;697;0;
17.03.2023 09:13:00;91;0;699;0;
17.03.2023 09:18:00;93;0;699;0;
17.03.2023 09:23:00;96;0;699;0;
17.03.2023 09:28:00;96;0;695;0;
17.03.2023 09:33:00;96;0;690;0;
17.03.2023 09:38:00;103;0;690;0;
17.03.2023 09:43:00;103;0;694;0;
17.03.2023 09:48:00;103;0;694;0;
17.03.2023 09:53:00;105;0;697;0;
17.03.2023 09:58:00;106;0;692;0;
17.03.2023 10:03:00;106;0;687;0;
17.03.2023 10:08:00;109;0;684;0;
17.03.2023 10:13:00;113;0;678;0;
17.03.2023 10:18:00;113;0;680;0;
17.03.2023 10:23:00;113;0;683;0;
17.03.2023 10:28:00;114;0;679;0;
17.03.2023 10:33:00;114;0;671;0;
17.03.2023 10:38:00;114;0;663;0;
17.03.2023 10:43:00;120;0;657;0;
17.03.2023 10:48:00;123;0;652;0;
17.03.2023 10:53:00;123;0;655;0;
17.03.2023 10:58:00;129;0;655;0;
17.03.2023 11:03:00;138;0;649;0;
17.03.2023 11:08:00;138;0;645;0;
17.03.2023 11:13:00;137;0;643;0;
17.03.2023 11:18:00;135;0;643;0;
17.03.2023 11:23:00;135;0;643;0;
17.03.2023 11:28:00;135;0;642;0;
17.03.2023 11:33:00;138;0;643;0;
17.03.2023 11:38:00;140;0;643;0;
17.03.2023 11:43:00;140;0;648;0;
17.03.2023 11:48:00;144;0;652;0;
17.03.2023 11:53:00;151;0;653;0;
17.03.2023 11:58:00;151;0;652;0;
17.03.2023 12:03:00;151;0;654;0;
17.03.2023 12:08:00;155;0;656;0;
