tkt=300,Temperaturen_in_1 / 10Grad;:Außentemperatur;:Spannung AC;:Spannung DC;:xxx;
18.01.2023 00:03:30;-2;0;0;0;
18.01.2023 00:08:30;-2;0;0;0;
18.01.2023 00:13:30;-2;0;0;0;
18.01.2023 00:18:30;0;0;0;0;
18.01.2023 00:23:30;0;0;0;0;
18.01.2023 00:28:30;0;0;0;0;
18.01.2023 00:33:30;0;0;0;0;
18.01.2023 00:38:30;0;0;0;0;
18.01.2023 00:43:30;0;0;0;0;
18.01.2023 00:48:30;0;0;0;0;
18.01.2023 00:53:30;-1;0;0;0;
18.01.2023 00:58:30;-1;0;0;0;
18.01.2023 01:03:30;-1;0;0;0;
18.01.2023 01:08:30;-1;0;0;0;
18.01.2023 01:13:30;-1;0;0;0;
18.01.2023 01:18:30;-1;0;0;0;
18.01.2023 01:23:30;-1;0;0;0;
18.01.2023 01:28:30;-1;0;0;0;
18.01.2023 01:33:30;-1;0;0;0;
18.01.2023 01:38:30;-1;0;0;0;
18.01.2023 01:43:30;-1;0;0;0;
18.01.2023 01:48:30;-1;0;0;0;
18.01.2023 01:53:30;-1;0;0;0;
18.01.2023 01:58:30;-1;0;0;0;
18.01.2023 02:03:30;-1;0;0;0;
18.01.2023 02:08:30;-1;0;0;0;
18.01.2023 02:13:30;-1;0;0;0;
18.01.2023 02:18:30;-2;0;0;0;
18.01.2023 02:23:30;-2;0;0;0;
18.01.2023 02:28:30;-2;0;0;0;
18.01.2023 02:33:30;-2;0;0;0;
18.01.2023 02:38:30;-2;0;0;0;
18.01.2023 02:43:30;-2;0;0;0;
18.01.2023 02:48:30;-2;0;0;0;
18.01.2023 02:53:30;-2;0;0;0;
18.01.2023 02:58:30;-2;0;0;0;
18.01.2023 03:03:30;-3;0;0;0;
18.01.2023 03:08:30;-5;0;0;0;
18.01.2023 03:13:30;-5;0;0;0;
18.01.2023 03:18:30;-5;0;0;0;
18.01.2023 03:23:30;-5;0;0;0;
18.01.2023 03:28:30;-5;0;0;0;
18.01.2023 03:33:30;-5;0;0;0;
18.01.2023 03:38:30;-4;0;0;0;
18.01.2023 03:43:30;-4;0;0;0;
18.01.2023 03:48:30;-4;0;0;0;
18.01.2023 03:53:30;-3;0;0;0;
18.01.2023 03:58:30;-3;0;0;0;
18.01.2023 04:03:30;-3;0;0;0;
18.01.2023 04:08:30;-2;0;0;0;
18.01.2023 04:13:30;0;0;0;0;
18.01.2023 04:18:30;0;0;0;0;
18.01.2023 04:23:30;0;0;0;0;
18.01.2023 04:28:30;0;0;0;0;
18.01.2023 04:33:30;0;0;0;0;
18.01.2023 04:38:30;0;0;0;0;
18.01.2023 04:43:30;0;0;0;0;
18.01.2023 04:48:30;-1;0;0;0;
18.01.2023 04:53:30;-1;0;0;0;
18.01.2023 04:58:30;-1;0;0;0;
18.01.2023 05:03:30;-1;0;0;0;
18.01.2023 05:08:30;-1;0;0;0;
18.01.2023 05:13:30;-1;0;0;0;
18.01.2023 05:18:30;-1;0;0;0;
18.01.2023 05:23:30;-2;0;0;0;
18.01.2023 05:28:30;-2;0;0;0;
18.01.2023 05:33:30;-1;0;0;0;
18.01.2023 05:38:30;-1;0;0;0;
18.01.2023 05:43:30;-1;0;0;0;
18.01.2023 05:48:30;-1;0;0;0;
18.01.2023 05:53:30;-1;0;0;0;
18.01.2023 05:58:30;-1;0;0;0;
18.01.2023 06:03:30;-1;0;0;0;
18.01.2023 06:08:30;5;0;0;0;
18.01.2023 06:13:30;6;0;0;0;
18.01.2023 06:18:30;6;0;0;0;
18.01.2023 06:23:30;6;0;0;0;
18.01.2023 06:28:30;6;0;0;0;
18.01.2023 06:33:30;6;0;0;0;
18.01.2023 06:38:30;6;0;0;0;
18.01.2023 06:43:30;6;0;0;0;
18.01.2023 06:48:30;6;0;0;0;
18.01.2023 06:53:30;6;0;0;0;
18.01.2023 06:58:30;6;0;0;0;
18.01.2023 07:03:30;6;0;0;0;
18.01.2023 07:08:30;6;0;0;0;
18.01.2023 07:13:30;6;0;0;0;
18.01.2023 07:18:30;6;0;0;0;
18.01.2023 07:23:30;6;0;0;0;
18.01.2023 07:28:30;6;0;0;0;
18.01.2023 07:33:30;6;0;0;0;
18.01.2023 07:38:30;6;0;0;0;
18.01.2023 07:43:30;6;0;0;0;
18.01.2023 07:48:30;4;0;0;0;
18.01.2023 07:53:30;4;0;0;0;
18.01.2023 07:58:30;4;0;0;0;
18.01.2023 08:03:30;3;0;0;0;
18.01.2023 08:08:30;3;0;0;0;
18.01.2023 08:13:30;3;0;0;0;
18.01.2023 08:18:30;3;0;0;0;
18.01.2023 08:23:30;3;0;12;0;
18.01.2023 08:28:30;3;0;321;0;
18.01.2023 08:33:30;3;0;473;0;
18.01.2023 08:38:30;1;0;506;0;
18.01.2023 08:43:30;1;0;513;0;
18.01.2023 08:48:30;1;0;546;0;
18.01.2023 08:53:30;2;0;562;0;
18.01.2023 08:58:30;4;0;582;0;
18.01.2023 09:03:30;4;0;633;0;
18.01.2023 09:08:30;3;0;506;0;
18.01.2023 09:13:30;3;0;524;0;
18.01.2023 09:18:30;3;0;508;0;
18.01.2023 09:23:30;3;0;528;0;
18.01.2023 09:28:30;-3;0;533;0;
18.01.2023 09:33:30;-4;0;542;0;
18.01.2023 09:38:30;-4;0;539;0;
18.01.2023 09:43:30;0;0;542;0;
18.01.2023 09:48:30;2;0;548;0;
18.01.2023 09:53:30;2;0;564;0;
18.01.2023 09:58:30;2;0;564;0;
18.01.2023 10:03:30;2;0;555;0;
18.01.2023 10:08:30;2;0;558;0;
18.01.2023 10:13:30;2;0;563;0;
18.01.2023 10:18:30;-5;0;561;0;
18.01.2023 10:23:30;-6;0;570;0;
18.01.2023 10:28:30;-6;0;571;0;
18.01.2023 10:33:30;-6;0;570;0;
18.01.2023 10:38:30;-6;0;579;0;
18.01.2023 10:43:30;-6;0;590;0;
18.01.2023 10:48:30;-5;0;594;0;
18.01.2023 10:53:30;-3;0;588;0;
18.01.2023 10:58:30;-3;0;582;0;
18.01.2023 11:03:30;-3;0;581;0;
18.01.2023 11:08:30;0;0;584;0;
18.01.2023 11:13:30;1;0;597;0;
18.01.2023 11:18:30;1;0;603;0;
18.01.2023 11:23:30;5;0;600;0;
18.01.2023 11:28:30;8;0;583;0;
18.01.2023 11:33:30;8;0;581;0;
18.01.2023 11:38:30;8;0;580;0;
18.01.2023 11:43:30;8;0;591;0;
18.01.2023 11:48:30;8;0;589;0;
18.01.2023 11:53:30;8;0;590;0;
18.01.2023 11:58:30;8;0;594;0;
18.01.2023 12:03:30;8;0;591;0;
18.01.2023 12:08:30;8;0;580;0;
18.01.2023 12:13:30;8;0;577;0;
18.01.2023 12:18:30;8;0;574;0;
18.01.2023 12:23:30;8;0;574;0;
18.01.2023 12:28:30;8;0;574;0;
18.01.2023 12:33:30;8;0;597;0;
18.01.2023 12:38:30;8;0;611;0;
18.01.2023 12:43:30;8;0;617;0;
18.01.2023 12:48:30;7;0;610;0;
18.01.2023 12:53:30;7;0;613;0;
18.01.2023 12:58:30;7;0;603;0;
18.01.2023 13:03:30;7;0;592;0;
18.01.2023 13:08:30;7;0;590;0;
18.01.2023 13:13:30;7;0;584;0;
18.01.2023 13:18:30;7;0;574;0;
18.01.2023 13:23:30;7;0;574;0;
18.01.2023 13:28:30;7;0;575;0;
