tkt=300,Temperaturen_in_1 / 10Grad;:Außentemperatur;:Spannung AC;:Spannung DC;:xxx;
20.09.2022 00:04:00;80;0;0;0;
20.09.2022 00:09:00;80;0;0;0;
20.09.2022 00:14:00;81;0;0;0;
20.09.2022 00:19:00;81;0;0;0;
20.09.2022 00:24:00;80;0;0;0;
20.09.2022 00:29:00;80;0;0;0;
20.09.2022 00:34:00;80;0;0;0;
20.09.2022 00:39:00;80;0;0;0;
20.09.2022 00:44:00;75;0;0;0;
20.09.2022 00:49:00;73;0;0;0;
20.09.2022 00:54:00;73;0;0;0;
20.09.2022 00:59:00;73;0;0;0;
20.09.2022 01:04:00;74;0;0;0;
20.09.2022 01:09:00;74;0;0;0;
20.09.2022 01:14:00;73;0;0;0;
20.09.2022 01:19:00;71;0;0;0;
20.09.2022 01:24:00;71;0;0;0;
20.09.2022 01:29:00;71;0;0;0;
20.09.2022 01:34:00;70;0;0;0;
20.09.2022 01:39:00;70;0;0;0;
20.09.2022 01:44:00;70;0;0;0;
20.09.2022 01:49:00;68;0;0;0;
20.09.2022 01:54:00;66;0;0;0;
20.09.2022 01:59:00;66;0;0;0;
20.09.2022 02:04:00;66;0;0;0;
20.09.2022 02:09:00;66;0;0;0;
20.09.2022 02:14:00;66;0;0;0;
20.09.2022 02:19:00;66;0;0;0;
20.09.2022 02:24:00;68;0;0;0;
20.09.2022 02:29:00;69;0;0;0;
20.09.2022 02:34:00;69;0;0;0;
20.09.2022 02:39:00;69;0;0;0;
20.09.2022 02:44:00;69;0;0;0;
20.09.2022 02:49:00;69;0;0;0;
20.09.2022 02:54:00;69;0;0;0;
20.09.2022 02:59:00;69;0;0;0;
20.09.2022 03:04:00;69;0;0;0;
20.09.2022 03:09:00;69;0;0;0;
20.09.2022 03:14:00;66;0;0;0;
20.09.2022 03:19:00;66;0;0;0;
20.09.2022 03:24:00;66;0;0;0;
20.09.2022 03:29:00;66;0;0;0;
20.09.2022 03:34:00;66;0;0;0;
20.09.2022 03:39:00;66;0;0;0;
20.09.2022 03:44:00;65;0;0;0;
20.09.2022 03:49:00;65;0;0;0;
20.09.2022 03:54:00;65;0;0;0;
20.09.2022 03:59:00;65;0;0;0;
20.09.2022 04:04:00;62;0;0;0;
20.09.2022 04:09:00;62;0;0;0;
20.09.2022 04:14:00;62;0;0;0;
20.09.2022 04:19:00;62;0;0;0;
20.09.2022 04:24:00;62;0;0;0;
20.09.2022 04:29:00;62;0;0;0;
20.09.2022 04:34:00;62;0;0;0;
20.09.2022 04:39:00;62;0;0;0;
20.09.2022 04:44:00;62;0;0;0;
20.09.2022 04:49:00;62;0;0;0;
20.09.2022 04:54:00;63;0;0;0;
20.09.2022 04:59:00;64;0;0;0;
20.09.2022 05:04:00;64;0;0;0;
20.09.2022 05:09:00;64;0;0;0;
20.09.2022 05:14:00;64;0;0;0;
20.09.2022 05:19:00;64;0;0;0;
20.09.2022 05:24:00;63;0;0;0;
20.09.2022 05:29:00;63;0;0;0;
20.09.2022 05:34:00;63;0;0;0;
20.09.2022 05:39:00;63;0;0;0;
20.09.2022 05:44:00;63;0;0;0;
20.09.2022 05:49:00;63;0;0;0;
20.09.2022 05:54:00;63;0;0;0;
20.09.2022 05:59:00;63;0;0;0;
20.09.2022 06:04:00;63;0;0;0;
20.09.2022 06:09:00;63;0;0;0;
20.09.2022 06:14:00;63;0;0;0;
20.09.2022 06:19:00;64;0;0;0;
20.09.2022 06:24:00;64;0;0;0;
20.09.2022 06:29:00;64;0;0;0;
20.09.2022 06:34:00;66;0;0;0;
20.09.2022 06:39:00;67;0;0;0;
20.09.2022 06:44:00;67;0;0;0;
20.09.2022 06:49:00;69;0;0;0;
20.09.2022 06:54:00;73;0;102;0;
20.09.2022 06:59:00;73;0;473;0;
20.09.2022 07:04:00;73;0;522;0;
20.09.2022 07:09:00;73;0;587;0;
20.09.2022 07:14:00;73;0;629;0;
20.09.2022 07:19:00;73;0;528;0;
20.09.2022 07:24:00;69;0;528;0;
20.09.2022 07:29:00;68;0;568;0;
20.09.2022 07:34:00;68;0;605;0;
20.09.2022 07:39:00;70;0;626;0;
20.09.2022 07:44:00;76;0;629;0;
20.09.2022 07:49:00;76;0;619;0;
20.09.2022 07:54:00;76;0;563;0;
20.09.2022 07:59:00;76;0;570;0;
20.09.2022 08:04:00;76;0;583;0;
20.09.2022 08:09:00;76;0;605;0;
20.09.2022 08:14:00;75;0;615;0;
20.09.2022 08:19:00;75;0;628;0;
20.09.2022 08:24:00;75;0;641;0;
20.09.2022 08:29:00;75;0;665;0;
20.09.2022 08:34:00;76;0;664;0;
20.09.2022 08:39:00;76;0;663;0;
20.09.2022 08:44:00;76;0;673;0;
20.09.2022 08:49:00;78;0;681;0;
20.09.2022 08:54:00;78;0;686;0;
20.09.2022 08:59:00;78;0;690;0;
20.09.2022 09:04:00;76;0;693;0;
20.09.2022 09:09:00;76;0;694;0;
20.09.2022 09:14:00;76;0;692;0;
20.09.2022 09:19:00;77;0;692;0;
20.09.2022 09:24:00;80;0;692;0;
20.09.2022 09:29:00;80;0;695;0;
20.09.2022 09:34:00;80;0;700;0;
20.09.2022 09:39:00;89;0;694;0;
20.09.2022 09:44:00;89;0;681;0;
20.09.2022 09:49:00;89;0;676;0;
20.09.2022 09:54:00;90;0;690;0;
20.09.2022 09:59:00;91;0;695;0;
20.09.2022 10:04:00;91;0;691;0;
20.09.2022 10:09:00;91;0;688;0;
20.09.2022 10:14:00;92;0;682;0;
20.09.2022 10:19:00;92;0;680;0;
20.09.2022 10:24:00;92;0;676;0;
20.09.2022 10:29:00;98;0;670;0;
20.09.2022 10:34:00;98;0;662;0;
20.09.2022 10:39:00;98;0;656;0;
20.09.2022 10:44:00;101;0;657;0;
20.09.2022 10:49:00;103;0;655;0;
20.09.2022 10:54:00;103;0;658;0;
20.09.2022 10:59:00;104;0;648;0;
20.09.2022 11:04:00;108;0;646;0;
20.09.2022 11:09:00;108;0;646;0;
20.09.2022 11:14:00;108;0;655;0;
20.09.2022 11:19:00;110;0;648;0;
20.09.2022 11:24:00;110;0;656;0;
20.09.2022 11:29:00;110;0;648;0;
20.09.2022 11:34:00;111;0;653;0;
20.09.2022 11:39:00;112;0;661;0;
20.09.2022 11:44:00;112;0;673;0;
20.09.2022 11:49:00;113;0;673;0;
20.09.2022 11:54:00;116;0;658;0;
20.09.2022 11:59:00;116;0;652;0;
20.09.2022 12:04:00;116;0;651;0;
20.09.2022 12:09:00;122;0;650;0;
20.09.2022 12:14:00;122;0;647;0;
20.09.2022 12:19:00;122;0;654;0;
20.09.2022 12:24:00;125;0;661;0;
20.09.2022 12:29:00;127;0;668;0;
20.09.2022 12:34:00;127;0;670;0;
20.09.2022 12:39:00;126;0;661;0;
20.09.2022 12:44:00;125;0;657;0;
20.09.2022 12:49:00;125;0;660;0;
20.09.2022 12:54:00;125;0;662;0;
20.09.2022 12:59:00;125;0;659;0;
20.09.2022 13:04:00;125;0;667;0;
20.09.2022 13:09:00;125;0;666;0;
20.09.2022 13:14:00;125;0;659;0;
20.09.2022 13:19:00;126;0;654;0;
20.09.2022 13:24:00;126;0;648;0;
20.09.2022 13:29:00;127;0;650;0;
20.09.2022 13:34:00;131;0;656;0;
20.09.2022 13:39:00;131;0;660;0;
20.09.2022 13:44:00;131;0;663;0;
20.09.2022 13:49:00;137;0;663;0;
20.09.2022 13:54:00;137;0;661;0;
20.09.2022 13:59:00;137;0;662;0;
20.09.2022 14:04:00;129;0;667;0;
20.09.2022 14:09:00;126;0;668;0;
20.09.2022 14:14:00;126;0;669;0;
20.09.2022 14:19:00;128;0;668;0;
20.09.2022 14:24:00;132;0;668;0;
20.09.2022 14:29:00;132;0;664;0;
20.09.2022 14:34:00;131;0;654;0;
20.09.2022 14:39:00;131;0;655;0;
20.09.2022 14:44:00;131;0;657;0;
20.09.2022 14:49:00;131;0;658;0;
20.09.2022 14:54:00;133;0;665;0;
20.09.2022 14:59:00;134;0;659;0;
20.09.2022 15:04:00;134;0;654;0;
20.09.2022 15:09:00;135;0;647;0;
20.09.2022 15:14:00;137;0;648;0;
20.09.2022 15:19:00;137;0;650;0;
20.09.2022 15:24:00;136;0;647;0;
20.09.2022 15:29:00;135;0;652;0;
20.09.2022 15:34:00;135;0;659;0;
20.09.2022 15:39:00;135;0;659;0;
20.09.2022 15:44:00;137;0;651;0;
20.09.2022 15:49:00;138;0;650;0;
20.09.2022 15:54:00;138;0;650;0;
20.09.2022 15:59:00;138;0;654;0;
20.09.2022 16:04:00;140;0;648;0;
20.09.2022 16:09:00;140;0;643;0;
20.09.2022 16:14:00;140;0;648;0;
20.09.2022 16:19:00;143;0;655;0;
20.09.2022 16:24:00;143;0;660;0;
20.09.2022 16:29:00;143;0;661;0;
20.09.2022 16:34:00;139;0;661;0;
20.09.2022 16:39:00;138;0;666;0;
20.09.2022 16:44:00;138;0;667;0;
20.09.2022 16:49:00;136;0;663;0;
20.09.2022 16:54:00;135;0;662;0;
20.09.2022 16:59:00;135;0;659;0;
20.09.2022 17:04:00;134;0;653;0;
20.09.2022 17:09:00;131;0;648;0;
20.09.2022 17:14:00;131;0;651;0;
20.09.2022 17:19:00;131;0;660;0;
20.09.2022 17:24:00;128;0;664;0;
20.09.2022 17:29:00;128;0;669;0;
20.09.2022 17:34:00;128;0;671;0;
20.09.2022 17:39:00;129;0;673;0;
20.09.2022 17:44:00;132;0;670;0;
20.09.2022 17:49:00;132;0;686;0;
20.09.2022 17:54:00;131;0;683;0;
20.09.2022 17:59:00;130;0;681;0;
20.09.2022 18:04:00;130;0;683;0;
20.09.2022 18:09:00;130;0;682;0;
20.09.2022 18:14:00;130;0;679;0;
20.09.2022 18:19:00;131;0;655;0;
20.09.2022 18:24:00;131;0;641;0;
20.09.2022 18:29:00;129;0;644;0;
20.09.2022 18:34:00;128;0;650;0;
20.09.2022 18:39:00;128;0;649;0;
20.09.2022 18:44:00;127;0;644;0;
20.09.2022 18:49:00;126;0;637;0;
20.09.2022 18:54:00;126;0;623;0;
20.09.2022 18:59:00;126;0;616;0;
20.09.2022 19:04:00;121;0;616;0;
20.09.2022 19:09:00;119;0;604;0;
20.09.2022 19:14:00;119;0;579;0;
20.09.2022 19:19:00;118;0;543;0;
20.09.2022 19:24:00;117;0;511;0;
20.09.2022 19:29:00;117;0;467;0;
20.09.2022 19:34:00;117;0;462;0;
20.09.2022 19:39:00;117;0;235;0;
20.09.2022 19:44:00;117;0;146;0;
20.09.2022 19:49:00;117;0;118;0;
20.09.2022 19:54:00;112;0;0;0;
20.09.2022 19:59:00;111;0;0;0;
20.09.2022 20:04:00;111;0;0;0;
